accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.54,-0.49,0.75,-0.89,0.76,-1.08
0.54,-0.49,0.75,-1.18,0.40,-0.72
0.54,-0.49,0.75,-1.91,-0.29,-0.61
0.54,-0.49,0.75,-2.32,-0.96,-0.17
0.54,-0.49,0.75,-2.17,-1.27,0.20
0.53,-0.48,0.75,-2.40,-0.92,0.41
0.55,-0.48,0.76,-2.03,0.12,0.26
0.55,-0.48,0.75,-1.69,0.06,0.37
0.56,-0.47,0.74,-1.39,-1.53,0.58
0.56,-0.47,0.74,-1.65,-2.70,1.66
0.54,-0.48,0.76,-1.83,-3.53,2.34
0.51,-0.48,0.75,-1.48,-2.79,1.27
0.53,-0.48,0.76,0.18,-1.33,0.11
0.54,-0.50,0.76,2.06,1.34,-0.12
0.54,-0.51,0.75,2.29,3.39,0.72
0.55,-0.50,0.75,-0.29,2.50,0.89
0.54,-0.49,0.74,-3.01,-0.41,1.27
0.54,-0.48,0.75,-4.50,-2.75,1.07
0.53,-0.50,0.75,-4.06,-1.82,1.15
0.53,-0.49,0.76,-2.92,0.98,0.73
0.54,-0.48,0.75,-2.15,2.85,0.72
0.54,-0.49,0.74,-2.34,2.85,0.92
0.54,-0.49,0.76,-3.28,2.03,0.90
0.55,-0.49,0.73,-3.83,1.15,0.82
0.55,-0.49,0.74,-4.47,0.31,1.27
0.54,-0.49,0.75,-3.97,-0.02,1.50
0.54,-0.49,0.76,-3.37,0.23,1.56
0.53,-0.48,0.76,-2.66,0.82,1.51
0.53,-0.48,0.77,-2.12,1.21,1.11
0.54,-0.49,0.76,-1.76,1.40,0.98
0.54,-0.48,0.76,-1.47,1.13,0.69
0.55,-0.49,0.76,-0.40,1.40,1.07
0.56,-0.50,0.74,-0.60,1.07,1.48
0.55,-0.50,0.75,-2.49,0.44,2.41
0.54,-0.48,0.75,-3.02,-2.15,1.19
0.54,-0.48,0.75,-3.56,-2.56,0.64
0.54,-0.49,0.77,-1.71,-1.08,0.18
0.54,-0.49,0.78,-0.03,1.56,0.06
0.53,-0.49,0.75,0.06,2.47,-0.21
0.53,-0.50,0.74,-1.02,1.57,0.37
0.54,-0.50,0.74,-2.31,0.15,0.75
0.53,-0.49,0.75,-2.38,-0.73,0.40
0.53,-0.49,0.75,-2.72,-0.49,0.47
0.53,-0.50,0.75,-2.78,0.27,0.75
0.53,-0.49,0.75,-2.73,0.82,0.78
0.54,-0.49,0.75,-2.18,1.10,0.84
0.54,-0.49,0.75,-2.06,1.24,0.60
0.53,-0.48,0.75,-2.53,0.98,0.53
0.54,-0.49,0.76,-2.69,0.66,0.32
0.54,-0.49,0.75,-2.60,0.37,0.27
0.53,-0.49,0.76,-2.31,0.56,0.35
0.54,-0.49,0.75,-2.03,0.67,0.27
0.54,-0.49,0.76,-1.89,0.50,0.02
0.53,-0.49,0.76,-1.95,0.24,0.15
0.54,-0.49,0.76,-1.91,0.38,-0.06
0.54,-0.49,0.77,-2.03,0.00,0.02
0.53,-0.50,0.76,-1.95,-0.50,0.27
0.54,-0.49,0.77,-2.03,-0.40,0.52
0.54,-0.48,0.76,-2.05,-0.29,0.67
0.54,-0.49,0.76,-1.80,-0.37,0.81
0.54,-0.49,0.76,-2.03,-0.40,0.43
0.54,-0.49,0.76,-1.85,-0.79,0.26
0.54,-0.49,0.76,-1.76,-0.66,0.34
0.53,-0.49,0.75,-1.95,-0.78,0.52
0.53,-0.49,0.75,-2.02,-0.69,0.61
0.54,-0.49,0.75,-1.79,-0.56,0.43
0.54,-0.49,0.76,-1.73,-0.67,0.29
0.54,-0.49,0.76,-2.08,-0.38,0.06
0.53,-0.49,0.76,-2.38,-0.41,0.26
0.54,-0.50,0.75,-2.17,-0.44,0.35
0.54,-0.49,0.75,-2.34,-1.16,0.73
0.53,-0.48,0.76,-2.55,-1.34,0.89
0.54,-0.49,0.76,-2.23,-0.87,0.41
0.54,-0.48,0.76,-1.59,0.31,-0.18
0.55,-0.48,0.75,-1.16,-0.14,0.37
0.56,-0.48,0.74,-1.15,-1.57,0.66
0.55,-0.49,0.75,-1.25,-3.24,1.94
