accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.68,-0.41,0.67,-0.56,-1.91,0.96
0.68,-0.41,0.68,0.18,-0.93,0.58
0.68,-0.41,0.68,-0.29,-0.11,0.53
0.68,-0.42,0.67,0.17,0.29,0.06
0.69,-0.40,0.66,0.41,-0.70,-0.41
0.71,-0.41,0.66,-2.41,-1.82,0.24
0.69,-0.41,0.66,-2.40,-0.96,0.29
0.68,-0.40,0.66,-0.79,-1.01,-0.64
0.69,-0.40,0.66,-0.09,-0.85,-0.90
0.68,-0.41,0.67,-0.73,-0.38,-1.13
0.69,-0.41,0.67,-1.73,-0.05,-0.96
0.68,-0.41,0.66,-1.86,0.38,-0.64
0.69,-0.41,0.66,-0.93,0.31,-0.52
0.68,-0.40,0.65,-0.29,0.05,-0.81
0.68,-0.41,0.66,-0.70,-0.12,-0.37
0.68,-0.40,0.66,-1.74,-0.43,-0.12
0.68,-0.40,0.67,-1.98,-0.81,0.18
0.68,-0.40,0.67,-1.51,-0.81,-0.05
0.68,-0.39,0.67,-0.95,-0.29,-0.12
0.69,-0.40,0.67,-0.98,0.37,0.00
0.68,-0.40,0.66,-1.31,0.02,0.12
0.69,-0.40,0.67,-1.42,-0.49,0.31
0.69,-0.40,0.66,-1.68,-0.64,0.35
0.69,-0.40,0.66,-1.53,-0.53,0.21
0.68,-0.40,0.67,-1.36,-0.78,0.34
0.69,-0.40,0.66,-1.36,-0.44,0.58
0.68,-0.40,0.67,-1.42,-0.64,0.50
0.68,-0.40,0.66,-1.71,-0.81,0.27
0.69,-0.41,0.67,-1.89,-0.96,0.72
0.68,-0.40,0.66,-1.98,-0.64,0.75
0.68,-0.40,0.67,-1.79,-0.44,0.75
0.68,-0.41,0.66,-1.66,-0.46,0.75
0.68,-0.40,0.67,-1.77,-0.27,0.61
0.69,-0.40,0.67,-1.95,-0.81,0.84
0.69,-0.41,0.66,-1.88,-0.92,0.72
0.68,-0.40,0.66,-1.98,-0.52,0.89
0.69,-0.40,0.66,-1.37,-0.02,0.47
0.68,-0.41,0.67,-1.39,-0.24,0.41
0.69,-0.40,0.67,-1.40,-0.53,0.21
0.68,-0.40,0.67,-1.77,-0.75,0.37
0.69,-0.41,0.67,-1.59,-0.46,0.38
0.69,-0.40,0.67,-1.44,-0.18,0.18
0.69,-0.40,0.67,-1.73,-0.14,0.00
0.69,-0.40,0.67,-1.60,-0.40,-0.23
0.69,-0.41,0.66,-1.62,-0.50,0.06
0.68,-0.40,0.66,-1.30,-1.15,-0.02
0.68,-0.40,0.67,-1.63,-0.75,-0.23
0.69,-0.40,0.67,-0.95,0.61,-0.58
0.69,-0.41,0.66,-0.70,1.53,-0.72
0.70,-0.39,0.64,-1.48,0.53,-0.29
0.70,-0.40,0.64,-2.32,-2.44,0.34
0.69,-0.40,0.66,-1.62,-3.16,0.55
0.67,-0.40,0.68,-0.63,-1.98,0.20
0.67,-0.40,0.68,-0.76,-0.92,-0.50
0.68,-0.41,0.68,-1.60,0.17,-0.69
0.68,-0.41,0.67,-2.50,0.35,-0.23
0.69,-0.42,0.67,-2.69,0.11,0.46
0.69,-0.41,0.67,-2.15,0.49,1.02
0.68,-0.41,0.65,-1.34,0.72,1.02
0.69,-0.40,0.67,-2.17,-0.03,0.92
0.68,-0.40,0.66,-2.76,-0.32,0.72
0.69,-0.40,0.67,-2.60,-0.60,1.02
0.69,-0.40,0.66,-1.95,-0.34,0.69
0.69,-0.40,0.66,-1.92,0.15,0.67
0.68,-0.40,0.67,-1.94,-0.12,0.82
0.69,-0.40,0.66,-2.43,-0.79,0.73
0.68,-0.40,0.67,-2.21,-1.27,0.84
0.68,-0.41,0.66,-2.02,-1.27,0.96
0.68,-0.40,0.67,-1.97,-0.56,0.89
0.68,-0.41,0.67,-1.94,0.41,0.84
0.69,-0.41,0.67,-1.31,1.34,0.52
0.70,-0.39,0.66,-1.56,-0.05,0.38
0.71,-0.40,0.66,-4.03,-0.72,1.04
0.70,-0.40,0.68,-2.81,-0.60,0.64
0.68,-0.40,0.66,-0.87,-0.46,-0.12
0.68,-0.39,0.67,-0.24,-0.14,-0.46
0.69,-0.40,0.68,-0.98,0.27,-0.90
0.68,-0.40,0.67,-2.43,0.49,-0.69
0.69,-0.41,0.66,-2.95,0.82,-0.17
0.68,-0.40,0.65,-1.82,0.46,-0.24
0.68,-0.40,0.66,-1.13,0.03,-0.35
0.68,-0.41,0.67,-1.30,0.35,-0.58
0.68,-0.40,0.66,-1.66,0.53,-0.17
0.68,-0.40,0.67,-1.94,0.52,0.09
0.69,-0.40,0.67,-1.76,0.72,0.08
0.69,-0.40,0.67,-1.68,1.11,0.06
0.69,-0.41,0.66,-1.39,0.81,0.03
0.69,-0.41,0.67,-1.71,0.44,0.58
0.69,-0.41,0.66,-1.97,0.03,0.67
0.69,-0.40,0.67,-2.00,-0.06,0.75
0.69,-0.41,0.67,-1.83,-0.18,0.72
0.69,-0.41,0.67,-2.05,0.26,0.82
0.69,-0.41,0.67,-2.12,0.23,0.67
0.69,-0.41,0.66,-2.15,-0.09,0.49
0.69,-0.40,0.66,-2.17,-0.61,0.27
0.69,-0.40,0.67,-2.06,-0.44,0.03
0.69,-0.40,0.67,-1.74,-0.52,-0.20
0.69,-0.40,0.67,-1.69,-0.58,-0.37
