accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.67,-0.68,0.38,-3.02,-3.33,-3.86
0.67,-0.68,0.38,-1.62,-1.76,-4.96
0.66,-0.68,0.38,-0.52,-1.08,-6.06
0.65,-0.67,0.37,-0.78,-1.91,-6.87
0.64,-0.69,0.36,-1.54,-4.29,-7.66
0.62,-0.69,0.38,-1.82,-4.81,-8.08
0.61,-0.69,0.39,-1.89,-3.07,-7.66
0.62,-0.70,0.38,-0.79,0.24,-7.19
0.62,-0.69,0.38,-0.17,1.28,-6.43
0.64,-0.68,0.36,-1.33,0.43,-7.05
0.65,-0.67,0.36,-2.53,-2.85,-8.15
0.64,-0.67,0.39,-2.40,-4.11,-8.40
0.62,-0.67,0.41,-2.70,-2.84,-8.44
0.62,-0.67,0.40,-3.83,0.95,-7.86
0.63,-0.69,0.39,-3.16,2.81,-6.82
0.64,-0.70,0.39,-3.50,2.52,-6.27
0.66,-0.71,0.37,-5.53,0.90,-5.95
0.66,-0.70,0.37,-6.27,-0.73,-5.94
0.65,-0.69,0.37,-5.30,-2.38,-6.75
0.66,-0.68,0.38,-4.55,-0.73,-7.27
0.66,-0.68,0.41,-4.99,-1.10,-7.24
0.65,-0.66,0.40,-6.63,-0.12,-6.87
0.66,-0.65,0.40,-6.50,0.32,-7.63
0.66,-0.66,0.40,-4.89,1.21,-8.20
0.67,-0.67,0.39,-2.21,1.91,-8.72
0.68,-0.66,0.39,-1.62,0.98,-8.61
0.66,-0.64,0.41,-0.82,-2.50,-7.94
0.64,-0.64,0.42,0.55,-4.76,-6.58
0.61,-0.65,0.43,2.29,-4.98,-4.96
0.62,-0.67,0.43,4.18,-4.41,-3.16
0.63,-0.67,0.40,4.75,-2.35,-1.45
0.64,-0.67,0.40,5.24,-1.51,-0.55
0.67,-0.66,0.38,5.44,-4.38,-0.47
0.67,-0.66,0.38,4.49,-6.98,-0.08
0.66,-0.66,0.39,5.45,-7.73,0.49
0.66,-0.66,0.40,5.95,-6.85,0.41
0.67,-0.67,0.39,6.43,-5.82,1.16
0.67,-0.67,0.40,5.48,-6.58,1.54
0.66,-0.66,0.40,3.27,-8.12,1.53
0.64,-0.65,0.42,3.31,-8.41,1.16
