accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.56,-0.48,0.75,-2.02,-0.15,0.15
0.56,-0.48,0.74,-1.95,-0.17,0.15
0.57,-0.47,0.75,-2.03,0.05,0.11
0.57,-0.47,0.74,-1.92,-0.12,0.02
0.57,-0.47,0.74,-1.68,0.09,-0.06
0.56,-0.47,0.74,-1.56,0.08,-0.03
0.56,-0.47,0.74,-1.51,0.12,0.27
0.57,-0.47,0.74,-1.54,0.32,0.21
0.56,-0.48,0.74,-1.54,0.26,0.08
0.56,-0.48,0.74,-1.62,0.18,-0.35
0.56,-0.47,0.76,-1.73,0.08,-0.61
0.57,-0.47,0.74,-1.79,-0.06,-0.53
0.57,-0.48,0.73,-2.12,-0.15,-0.06
0.56,-0.48,0.75,-1.79,-0.70,0.21
0.56,-0.48,0.76,-2.47,-0.46,0.24
0.56,-0.48,0.75,-2.03,0.11,0.08
0.57,-0.47,0.74,-2.06,0.26,0.55
0.59,-0.47,0.74,-1.16,-1.15,1.11
0.59,-0.47,0.74,-1.24,-2.21,2.08
0.57,-0.47,0.76,-1.85,-2.96,2.70
0.54,-0.46,0.75,-1.79,-2.49,1.36
0.56,-0.47,0.73,-0.32,-1.66,0.18
0.57,-0.47,0.75,1.05,1.45,0.20
0.57,-0.49,0.73,1.48,3.05,0.35
0.57,-0.49,0.74,-0.11,1.80,0.76
0.56,-0.49,0.73,-2.49,-1.15,1.13
0.55,-0.47,0.75,-3.63,-2.44,0.85
0.55,-0.48,0.75,-2.93,-1.07,0.53
0.55,-0.48,0.74,-1.89,0.73,0.29
0.56,-0.48,0.74,-1.80,2.26,0.50
0.56,-0.47,0.74,-1.98,1.56,0.73
0.56,-0.46,0.74,-2.43,0.81,0.76
0.57,-0.48,0.74,-3.01,0.43,0.67
0.57,-0.48,0.75,-3.16,-0.11,0.72
0.56,-0.47,0.74,-2.92,-0.08,1.05
0.56,-0.48,0.74,-2.38,-0.05,1.24
0.57,-0.47,0.75,-1.77,0.24,1.10
0.57,-0.47,0.74,-1.31,0.43,0.96
0.57,-0.47,0.75,-1.73,0.53,0.66
0.56,-0.47,0.75,-2.15,0.29,0.24
0.57,-0.47,0.76,-1.98,0.11,0.18
0.57,-0.47,0.75,-0.56,-0.29,-0.20
0.59,-0.47,0.74,-1.71,0.53,0.72
0.57,-0.48,0.74,-1.28,-1.13,0.67
0.54,-0.47,0.75,-2.60,-2.29,-0.06
0.57,-0.47,0.74,-1.83,-1.76,-0.31
0.56,-0.48,0.75,-0.53,-0.43,-0.03
0.55,-0.48,0.74,-0.08,1.08,0.11
0.57,-0.48,0.74,-0.75,1.08,0.27
0.57,-0.48,0.73,-1.27,-0.15,0.37
0.56,-0.48,0.74,-1.68,-0.64,0.23
0.56,-0.48,0.73,-1.79,-0.29,-0.12
0.56,-0.48,0.73,-2.09,-0.11,0.09
0.56,-0.48,0.74,-2.66,-0.18,0.34
0.56,-0.48,0.75,-2.50,0.09,0.29
0.56,-0.47,0.74,-1.83,0.66,-0.05
0.57,-0.48,0.74,-1.37,1.33,-0.20
0.56,-0.48,0.74,-1.66,0.85,0.17
0.57,-0.47,0.74,-1.97,0.27,0.15
0.57,-0.47,0.75,-1.71,-0.02,0.12
0.57,-0.47,0.74,-1.47,-0.37,0.11
0.56,-0.47,0.74,-1.30,-0.02,0.26
0.56,-0.48,0.74,-1.24,0.09,0.27
0.55,-0.47,0.74,-1.10,0.61,0.29
0.57,-0.47,0.74,-1.30,0.08,0.17
0.57,-0.48,0.74,-1.18,-0.14,0.20
0.57,-0.47,0.74,-1.68,-0.20,-0.05
0.57,-0.47,0.75,-1.79,-0.78,0.17
0.56,-0.46,0.74,-1.85,-0.85,0.15
0.56,-0.48,0.74,-1.77,-0.53,-0.21
0.57,-0.47,0.74,-1.71,-0.20,-0.15
0.56,-0.47,0.75,-1.68,0.03,-0.15
0.56,-0.47,0.73,-1.73,-0.46,0.24
0.56,-0.48,0.75,-1.66,-0.35,0.35
0.56,-0.48,0.75,-1.57,-0.49,0.35
0.56,-0.48,0.74,-1.59,-0.75,0.46
0.57,-0.48,0.75,-1.95,-0.67,0.31
0.57,-0.46,0.75,-1.82,-0.63,0.14
0.56,-0.47,0.75,-1.69,-0.90,0.09
0.57,-0.47,0.75,-1.57,-0.70,-0.06
0.56,-0.47,0.76,-1.36,-0.18,-0.18
0.56,-0.48,0.74,-1.21,-0.27,-0.06
0.55,-0.48,0.74,-1.24,-0.31,0.20
0.56,-0.48,0.74,-1.37,-0.15,0.20
0.56,-0.48,0.75,-1.54,-0.37,0.32
0.56,-0.47,0.74,-1.86,-0.29,0.43
0.56,-0.47,0.75,-1.94,-0.06,0.21
0.58,-0.48,0.74,-1.97,-0.24,0.02
0.57,-0.48,0.74,-2.00,-0.47,0.40
0.57,-0.46,0.75,-2.02,-0.89,0.99
0.56,-0.48,0.75,-2.08,-0.64,0.85
0.56,-0.47,0.75,-2.17,0.03,0.31
0.57,-0.47,0.74,-2.12,0.11,0.70
0.58,-0.46,0.75,-1.77,-0.82,1.21
0.59,-0.47,0.74,-1.08,-2.05,1.34
0.57,-0.46,0.75,-0.85,-3.10,2.29
0.55,-0.47,0.76,-0.90,-2.41,1.48
0.55,-0.46,0.75,-0.15,-2.34,0.11
0.57,-0.47,0.75,0.87,0.24,-0.09
0.57,-0.49,0.74,1.13,2.64,-0.02
0.57,-0.48,0.73,-0.14,1.47,0.44
0.57,-0.48,0.73,-2.31,-1.54,1.13
0.56,-0.47,0.73,-3.27,-2.78,1.53
0.55,-0.48,0.74,-2.85,-1.57,0.84
0.55,-0.48,0.74,-1.82,0.35,0.58
0.56,-0.48,0.75,-1.85,2.12,0.87
0.56,-0.47,0.75,-2.49,1.57,0.76
0.56,-0.47,0.74,-2.84,0.50,0.67
0.56,-0.47,0.75,-3.07,-0.17,0.41
0.57,-0.48,0.74,-2.85,-0.43,0.34
0.57,-0.47,0.75,-2.58,-0.44,0.55
0.56,-0.47,0.75,-1.91,-0.47,0.67
0.56,-0.47,0.75,-1.22,0.00,0.56
0.56,-0.47,0.75,-1.08,0.23,0.52
0.57,-0.47,0.76,-1.62,0.37,0.27
0.56,-0.48,0.75,-1.91,0.26,0.02
0.57,-0.47,0.74,-0.99,0.17,0.00
