accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.61,-0.42,0.74,-1.37,-0.67,0.56
0.60,-0.43,0.75,-1.36,-0.58,-0.08
0.60,-0.43,0.75,-1.39,-0.81,-0.78
0.60,-0.43,0.76,-1.85,-0.81,-1.11
0.61,-0.43,0.74,-1.54,-0.60,-1.34
0.61,-0.43,0.73,-1.92,-0.84,-0.56
0.60,-0.43,0.74,-2.18,-0.17,-0.03
0.60,-0.42,0.75,-1.22,-0.67,-0.05
0.60,-0.41,0.75,-1.40,-1.97,-0.61
0.60,-0.41,0.76,-2.06,-1.86,-0.64
0.60,-0.42,0.75,-2.31,-1.05,-0.76
0.60,-0.43,0.75,-2.00,0.00,-0.44
0.60,-0.42,0.75,-1.80,0.29,-0.14
0.60,-0.43,0.76,-1.76,0.24,0.00
0.60,-0.43,0.75,-1.65,-0.64,0.05
0.60,-0.42,0.75,-2.08,-0.92,0.27
0.60,-0.42,0.75,-2.17,-0.89,0.26
0.60,-0.43,0.75,-2.21,0.02,0.46
0.59,-0.43,0.75,-2.21,0.29,0.58
0.60,-0.42,0.76,-2.00,0.20,0.41
0.60,-0.43,0.76,-2.08,-0.11,0.46
0.60,-0.42,0.75,-2.15,-0.23,0.52
0.61,-0.43,0.75,-2.02,-0.35,0.66
0.61,-0.42,0.75,-1.89,-0.93,0.35
0.61,-0.42,0.75,-1.80,-0.87,0.31
0.61,-0.43,0.75,-1.88,-0.90,0.35
0.60,-0.42,0.75,-1.91,-0.81,0.09
0.60,-0.43,0.74,-1.79,-1.07,-0.40
0.60,-0.43,0.74,-1.98,-0.93,-0.24
0.60,-0.43,0.74,-2.11,-1.19,-0.40
0.61,-0.42,0.75,-2.00,-1.16,-0.44
0.61,-0.43,0.74,-1.80,-1.01,-0.44
0.60,-0.42,0.74,-2.09,-0.63,-0.23
0.61,-0.42,0.75,-1.82,-0.73,-0.14
0.61,-0.42,0.75,-2.31,-0.89,0.26
0.60,-0.42,0.74,-2.23,-0.85,0.41
0.61,-0.41,0.74,-1.73,-0.49,0.73
0.60,-0.41,0.74,-1.16,-0.46,0.38
0.60,-0.43,0.75,-1.86,-0.37,0.66
0.61,-0.43,0.75,-1.83,-0.02,1.05
0.61,-0.42,0.74,-1.80,0.15,1.28
0.60,-0.43,0.74,-1.60,-0.21,1.11
0.61,-0.43,0.75,-1.69,-0.32,0.92
0.60,-0.42,0.75,-1.82,-0.40,0.82
0.61,-0.42,0.75,-1.92,-0.23,0.67
0.61,-0.42,0.74,-1.66,-0.15,0.26
0.60,-0.43,0.74,-1.71,-0.08,0.15
0.60,-0.42,0.75,-2.11,-0.11,0.00
0.60,-0.43,0.74,-2.37,-0.53,0.06
0.59,-0.43,0.75,-2.03,-0.75,0.31
0.59,-0.43,0.74,-2.08,-0.43,0.60
0.60,-0.42,0.75,-1.95,0.05,0.56
0.60,-0.42,0.76,-2.02,0.29,0.66
0.60,-0.42,0.74,-2.12,-0.17,0.34
0.61,-0.43,0.74,-2.15,-0.03,0.81
0.60,-0.43,0.74,-2.43,-0.37,1.22
0.61,-0.43,0.74,-1.89,-0.24,1.44
0.59,-0.42,0.76,-1.50,-0.53,1.39
0.61,-0.42,0.76,-1.91,-0.08,0.93
0.61,-0.43,0.75,-1.11,0.78,0.41
0.62,-0.43,0.74,-0.52,0.89,0.67
