accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.53,-0.17,0.90,-0.92,0.20,2.46
0.53,-0.17,0.90,-0.99,0.35,2.52
0.52,-0.17,0.90,-1.11,0.29,2.05
0.54,-0.16,0.90,-1.11,0.02,1.15
0.54,-0.17,0.90,-1.21,0.09,0.35
0.54,-0.17,0.90,-1.54,0.18,-0.50
0.55,-0.17,0.90,-2.44,0.17,-1.69
0.54,-0.18,0.90,-2.84,0.20,-2.29
0.55,-0.18,0.90,-3.04,-0.02,-3.45
0.54,-0.17,0.90,-3.98,-0.55,-4.11
0.54,-0.16,0.90,-4.44,-0.90,-4.49
0.53,-0.16,0.90,-5.28,-1.82,-4.08
0.53,-0.15,0.91,-5.57,-1.34,-3.68
0.53,-0.15,0.91,-4.92,-0.31,-3.25
0.52,-0.15,0.92,-3.97,0.67,-2.67
0.52,-0.15,0.92,-2.67,1.73,-1.62
0.54,-0.16,0.91,-2.09,1.57,0.49
0.53,-0.15,0.91,-2.02,1.02,3.42
0.52,-0.15,0.90,-2.60,0.61,5.97
0.52,-0.15,0.90,-2.99,0.17,7.05
0.52,-0.15,0.92,-2.70,0.37,7.33
0.52,-0.15,0.91,-1.59,1.51,7.57
0.52,-0.17,0.92,-0.11,2.29,7.07
0.52,-0.18,0.91,0.99,2.32,6.98
0.52,-0.19,0.91,1.33,1.74,7.10
0.53,-0.19,0.91,0.78,1.31,7.11
0.53,-0.19,0.90,-0.70,0.40,6.20
0.53,-0.18,0.90,-1.95,0.37,5.07
0.53,-0.18,0.90,-2.27,0.31,3.97
0.54,-0.17,0.90,-1.60,0.32,2.44
0.54,-0.18,0.90,-0.96,0.27,1.69
0.54,-0.18,0.91,-1.19,-0.17,0.93
0.54,-0.17,0.90,-1.16,-0.52,0.72
0.54,-0.17,0.91,-1.88,-1.02,0.90
0.53,-0.17,0.92,-2.32,-0.99,1.37
0.53,-0.16,0.92,-2.35,-0.37,1.36
0.52,-0.16,0.92,-1.83,-0.38,0.87
0.52,-0.15,0.91,-1.39,-0.26,0.47
0.54,-0.18,0.91,-0.64,0.61,-0.32
0.55,-0.17,0.91,-0.31,1.28,-0.55
0.55,-0.18,0.89,-0.95,0.85,0.02
0.54,-0.18,0.89,-2.09,-0.27,0.20
0.53,-0.16,0.90,-2.67,-1.92,0.15
0.53,-0.17,0.91,-2.95,-1.25,0.20
0.52,-0.16,0.91,-2.09,0.00,-0.55
0.52,-0.17,0.91,-1.36,1.39,-1.08
0.52,-0.16,0.91,-0.43,1.59,-1.22
0.53,-0.17,0.91,-0.26,1.13,-0.84
0.52,-0.17,0.90,-0.82,0.08,0.05
0.52,-0.16,0.91,-1.57,0.00,0.60
0.52,-0.16,0.92,-1.60,0.69,0.92
0.53,-0.15,0.90,-1.16,0.99,1.10
0.53,-0.17,0.92,-0.79,1.69,1.44
0.53,-0.16,0.91,-0.70,1.44,1.80
0.53,-0.16,0.91,-0.85,1.07,2.18
0.53,-0.17,0.92,-0.89,0.44,2.29
0.53,-0.16,0.90,-1.05,0.46,2.41
0.53,-0.17,0.92,-1.34,0.58,2.63
0.53,-0.17,0.90,-1.30,1.07,2.27
0.54,-0.16,0.91,-0.76,1.19,1.85
0.54,-0.17,0.92,-0.73,1.07,1.31
0.53,-0.18,0.91,-0.64,0.43,0.89
0.52,-0.18,0.90,-0.78,0.63,0.50
0.53,-0.18,0.90,-0.70,0.14,0.35
0.52,-0.16,0.92,-1.33,-0.14,0.15
0.52,-0.17,0.91,-1.51,0.46,0.17
0.52,-0.17,0.92,-1.47,0.26,0.37
0.52,-0.16,0.91,-1.36,0.67,0.35
0.52,-0.16,0.91,-1.25,0.27,0.40
0.53,-0.16,0.91,-1.76,0.63,0.72
0.53,-0.16,0.91,-1.65,0.34,0.78
0.53,-0.16,0.90,-1.73,-0.09,0.78
0.53,-0.16,0.91,-1.27,0.41,0.55
0.52,-0.16,0.91,-0.50,0.79,-0.02
0.51,-0.16,0.92,0.09,0.85,-0.08
0.52,-0.17,0.91,0.55,0.90,0.47
0.52,-0.16,0.93,0.12,1.40,1.02
0.52,-0.16,0.91,-0.11,0.99,1.39
0.52,-0.16,0.92,-0.58,0.96,1.76
0.52,-0.17,0.92,-0.47,0.75,2.03
0.53,-0.16,0.91,-0.63,0.37,2.32
0.54,-0.16,0.91,-0.79,0.12,2.64
0.53,-0.17,0.90,-1.16,-0.27,2.90
0.53,-0.17,0.92,-1.08,-0.21,2.46
0.52,-0.17,0.90,-1.18,0.08,1.54
0.54,-0.17,0.90,-0.49,-0.29,0.84
0.54,-0.18,0.90,-0.43,-0.26,0.26
0.56,-0.17,0.91,-0.35,-0.08,0.67
0.54,-0.17,0.90,-1.27,-0.35,0.90
0.52,-0.17,0.90,-2.14,-1.25,0.05
0.52,-0.17,0.92,-2.76,-1.71,-0.87
0.53,-0.16,0.92,-2.47,-0.52,-1.80
0.53,-0.17,0.92,-1.37,0.37,-3.07
0.52,-0.17,0.90,-1.33,0.11,-2.72
0.52,-0.17,0.91,-1.40,-0.67,-1.50
0.51,-0.17,0.91,-2.29,-0.72,-0.53
0.51,-0.17,0.92,-3.95,-0.78,0.41
0.51,-0.15,0.92,-4.96,-0.24,0.78
0.51,-0.16,0.92,-4.40,0.55,1.19
0.51,-0.16,0.91,-3.28,1.21,1.48
0.51,-0.16,0.92,-2.32,1.37,2.02
0.52,-0.16,0.92,-1.77,1.28,2.53
0.52,-0.17,0.91,-1.79,1.34,3.39
0.52,-0.17,0.91,-1.86,1.13,3.95
0.53,-0.16,0.92,-1.80,0.90,4.06
0.52,-0.16,0.91,-2.12,1.04,4.20
0.52,-0.17,0.90,-2.38,0.78,4.24
0.52,-0.17,0.91,-1.97,0.46,3.89
0.52,-0.17,0.92,-0.95,0.50,3.27
0.52,-0.18,0.91,-0.64,0.72,2.44
0.54,-0.17,0.92,0.11,1.05,2.44
0.53,-0.18,0.91,-0.66,1.01,2.99
0.53,-0.18,0.91,-1.91,0.00,2.90
0.53,-0.16,0.91,-2.96,-1.54,2.47
0.53,-0.16,0.91,-2.75,-1.40,1.86
0.54,-0.16,0.92,-1.76,-0.85,0.17
0.53,-0.17,0.91,-0.75,-0.49,-0.56
0.53,-0.17,0.92,0.20,-0.14,-0.23
0.53,-0.17,0.90,0.38,-0.64,-0.21
0.51,-0.18,0.90,-0.60,-1.08,-0.15
0.51,-0.17,0.91,-1.77,-1.79,0.09
0.52,-0.17,0.92,-2.52,-1.37,0.21
0.52,-0.17,0.91,-2.37,-1.18,0.26
0.52,-0.16,0.91,-2.02,-0.44,0.18
0.52,-0.16,0.91,-1.85,-0.35,0.41
0.52,-0.16,0.91,-1.57,-0.17,0.49
0.52,-0.17,0.91,-1.63,-0.29,0.53
0.52,-0.17,0.91,-2.06,-0.12,0.98
0.52,-0.17,0.92,-2.02,-0.17,1.19
0.52,-0.17,0.91,-2.21,-0.58,1.42
0.52,-0.17,0.92,-2.11,-0.75,1.60
