accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.69,-0.39,0.66,-1.94,0.99,0.03
0.70,-0.40,0.67,-0.90,0.52,0.11
0.70,-0.39,0.67,-0.85,0.46,0.18
0.69,-0.39,0.66,-1.01,0.34,0.23
0.69,-0.39,0.66,-1.85,0.34,0.69
0.69,-0.39,0.67,-2.15,0.06,0.96
0.68,-0.39,0.67,-1.76,0.56,1.19
0.68,-0.39,0.66,-1.25,0.98,1.05
0.68,-0.39,0.67,-1.33,0.66,1.04
0.69,-0.39,0.67,-1.76,0.61,1.01
0.69,-0.39,0.67,-1.85,0.37,0.96
0.69,-0.39,0.66,-1.85,0.47,0.75
0.69,-0.39,0.67,-1.48,0.15,0.92
0.69,-0.40,0.67,-1.57,0.31,0.73
0.69,-0.40,0.67,-2.06,0.35,0.72
0.69,-0.39,0.67,-2.12,0.41,0.34
0.70,-0.40,0.68,-2.29,0.32,0.37
0.69,-0.40,0.68,-2.31,0.21,0.18
0.69,-0.39,0.66,-2.06,-0.12,0.34
0.69,-0.40,0.66,-2.34,-0.53,0.47
0.69,-0.39,0.67,-2.26,-0.34,0.37
0.69,-0.39,0.66,-2.08,-0.75,0.03
0.70,-0.39,0.66,-1.97,-0.73,0.09
0.69,-0.39,0.67,-1.65,-0.90,0.35
0.69,-0.38,0.67,-1.76,-0.96,0.21
0.69,-0.39,0.66,-1.60,-0.99,0.05
0.69,-0.39,0.67,-1.30,-0.82,0.09
0.69,-0.39,0.67,-1.27,-0.47,-0.31
0.69,-0.39,0.66,-1.36,-0.78,-0.34
0.69,-0.40,0.66,-1.45,-0.79,-0.05
0.69,-0.40,0.67,-1.94,-0.84,-0.12
0.69,-0.40,0.66,-1.65,-0.79,-0.12
0.68,-0.39,0.67,-1.77,-0.76,0.02
0.68,-0.39,0.66,-1.83,-1.02,-0.17
0.69,-0.39,0.67,-2.32,-0.09,0.24
0.69,-0.39,0.67,-2.26,-1.10,0.18
0.70,-0.39,0.66,-2.29,-1.39,0.00
0.69,-0.39,0.67,-2.02,-2.20,0.26
0.69,-0.39,0.68,-2.17,-1.86,0.41
0.70,-0.39,0.68,-2.12,-0.56,-0.03
0.70,-0.39,0.67,-1.04,1.11,-0.49
0.70,-0.38,0.65,-1.02,0.26,-0.53
0.71,-0.38,0.64,-2.79,-2.06,0.46
0.70,-0.39,0.66,-2.92,-3.16,1.13
0.68,-0.40,0.67,-1.60,-2.52,0.50
0.67,-0.39,0.67,-0.50,-1.18,-0.49
0.69,-0.39,0.66,-1.77,-0.12,-0.53
0.70,-0.40,0.67,-2.78,-0.34,-0.60
0.70,-0.40,0.66,-3.89,-1.24,0.56
0.69,-0.40,0.66,-2.93,-0.96,1.48
0.69,-0.40,0.67,-1.92,-0.84,1.77
0.68,-0.39,0.67,-2.26,-0.46,1.19
0.69,-0.39,0.67,-2.89,-0.47,1.05
0.69,-0.39,0.67,-2.35,-0.26,0.85
0.69,-0.39,0.66,-1.63,-0.38,1.05
0.69,-0.39,0.66,-1.39,-0.32,0.90
0.69,-0.39,0.67,-2.05,-0.11,0.64
0.69,-0.39,0.66,-2.00,-1.34,0.20
0.70,-0.40,0.66,-2.09,-1.89,0.26
0.69,-0.39,0.67,-1.62,-1.45,0.17
0.69,-0.39,0.67,-1.53,-1.07,-0.18
0.69,-0.39,0.67,-1.76,-0.02,-0.70
0.69,-0.40,0.67,-0.31,0.72,-1.11
0.71,-0.40,0.66,-1.04,-0.21,-1.31
0.71,-0.40,0.65,-3.98,-0.78,-0.38
0.70,-0.39,0.65,-2.95,-1.24,-0.12
0.69,-0.39,0.66,-1.11,-0.69,-0.81
0.70,-0.38,0.67,0.24,-0.20,-1.25
0.70,-0.38,0.67,-0.72,0.32,-1.45
0.70,-0.40,0.67,-2.56,0.66,-1.34
0.69,-0.40,0.66,-2.60,0.14,-0.75
0.70,-0.39,0.67,-1.36,-0.40,-0.98
0.69,-0.39,0.65,-0.98,-0.14,-1.02
