accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.14,-0.47,0.93,-1.80,-0.73,0.61
0.15,-0.47,0.94,-2.82,-0.95,0.98
0.14,-0.47,0.93,-3.21,0.37,0.89
0.14,-0.47,0.94,-3.30,0.52,0.46
0.15,-0.46,0.93,-3.53,0.09,0.55
0.15,-0.46,0.93,-2.89,0.35,0.17
0.15,-0.47,0.94,-2.32,0.95,0.43
0.15,-0.46,0.95,-2.53,0.92,0.12
0.15,-0.46,0.94,-2.32,0.47,0.00
0.16,-0.47,0.93,-2.35,-0.09,-0.12
0.16,-0.47,0.94,-1.91,-0.40,-0.18
0.15,-0.47,0.95,-1.54,-1.21,0.43
0.15,-0.47,0.94,-1.79,-1.47,0.90
0.15,-0.46,0.95,-1.82,-1.42,0.41
0.15,-0.46,0.95,-1.48,-1.30,0.46
0.15,-0.46,0.94,-1.63,-1.08,0.23
0.15,-0.46,0.95,-1.80,-0.64,0.08
0.15,-0.47,0.94,-1.74,0.27,0.31
0.16,-0.48,0.94,-1.34,-1.37,0.60
0.16,-0.47,0.93,-2.09,-2.78,1.30
0.15,-0.47,0.94,-4.00,-2.50,1.37
0.15,-0.46,0.96,-2.53,-2.06,0.93
0.17,-0.46,0.94,-1.42,0.05,0.67
0.15,-0.47,0.94,-0.82,-0.18,0.47
0.15,-0.47,0.93,-0.92,-0.46,0.98
0.16,-0.46,0.93,-0.78,-0.31,0.72
0.15,-0.47,0.94,-0.72,0.00,0.96
0.14,-0.47,0.94,-1.44,-0.09,1.05
0.15,-0.47,0.94,-1.73,-0.11,0.61
0.15,-0.46,0.94,-1.74,0.05,1.15
0.15,-0.46,0.94,-1.68,1.11,1.19
0.14,-0.47,0.94,-1.33,1.01,1.18
0.15,-0.47,0.93,-1.18,1.16,0.98
0.16,-0.47,0.94,-1.04,1.21,0.93
0.16,-0.47,0.95,-1.44,1.16,0.63
0.16,-0.47,0.94,-1.40,0.69,0.35
0.15,-0.47,0.94,-1.51,0.20,0.73
0.15,-0.47,0.93,-1.16,-0.67,0.90
0.16,-0.46,0.95,-1.05,-0.76,1.16
0.15,-0.47,0.95,-1.10,-0.50,1.08
0.15,-0.47,0.94,-0.66,-0.27,0.76
0.15,-0.47,0.95,-0.29,-0.32,1.11
0.15,-0.47,0.94,-0.46,-0.75,1.16
0.15,-0.46,0.94,-0.98,-0.70,1.22
0.14,-0.46,0.94,-1.21,-0.85,1.33
0.15,-0.46,0.95,-0.85,-0.76,1.27
0.15,-0.46,0.95,-1.62,-0.72,1.04
0.15,-0.47,0.93,-1.77,-1.10,0.92
0.15,-0.46,0.94,-1.40,-1.51,0.96
0.15,-0.47,0.94,-1.19,-1.85,1.25
0.15,-0.47,0.94,-1.16,-1.91,1.68
0.15,-0.46,0.93,-0.99,-1.95,1.54
0.15,-0.47,0.94,-1.04,-2.14,1.77
0.15,-0.46,0.93,-1.28,-2.56,2.02
0.16,-0.46,0.94,-1.15,-2.67,1.62
0.16,-0.46,0.94,-0.32,-2.06,1.56
0.15,-0.46,0.94,-0.55,-0.75,1.42
0.16,-0.47,0.94,-0.41,-0.12,1.66
0.15,-0.46,0.94,0.05,-0.43,1.33
0.15,-0.47,0.94,-0.35,-0.27,0.95
0.15,-0.47,0.94,-0.40,-0.06,0.75
0.15,-0.47,0.94,-0.60,0.63,0.66
0.15,-0.46,0.95,-0.69,0.72,0.37
0.16,-0.46,0.94,-0.55,1.10,0.29
0.16,-0.47,0.93,-0.75,0.73,0.09
0.16,-0.47,0.93,-1.08,0.08,0.35
0.16,-0.46,0.95,-1.98,-0.20,0.67
0.16,-0.46,0.95,-2.03,-0.73,0.93
0.15,-0.46,0.94,-1.33,-0.61,1.18
0.14,-0.46,0.95,-1.74,0.44,1.24
0.16,-0.46,0.95,-1.34,0.79,1.63
0.17,-0.47,0.95,-0.50,0.46,1.79
0.17,-0.47,0.95,-0.15,-0.34,2.38
0.16,-0.47,0.94,-0.52,-1.25,3.04
0.14,-0.45,0.94,-1.76,-1.05,2.96
0.15,-0.45,0.94,-0.20,-0.60,1.95
0.15,-0.46,0.96,1.65,1.44,1.82
0.15,-0.47,0.94,1.01,1.68,1.01
0.14,-0.46,0.92,-0.78,0.98,1.10
0.14,-0.47,0.93,-1.60,0.96,1.02
0.14,-0.46,0.93,-1.77,2.23,0.87
0.13,-0.46,0.94,-1.92,2.52,0.61
0.14,-0.46,0.95,-2.35,2.29,0.17
0.15,-0.45,0.94,-2.08,1.82,0.27
0.15,-0.45,0.95,-1.98,2.35,0.96
0.15,-0.45,0.95,-2.32,2.58,1.37
0.15,-0.46,0.94,-2.14,2.31,1.10
0.15,-0.46,0.96,-2.15,1.73,1.18
0.16,-0.46,0.95,-1.95,1.47,1.50
0.16,-0.46,0.95,-1.51,0.96,1.15
0.16,-0.46,0.96,-1.97,0.96,1.19
0.16,-0.46,0.95,-1.76,0.69,1.22
0.14,-0.47,0.95,-0.89,0.66,0.82
0.14,-0.46,0.95,-0.34,0.84,0.73
0.14,-0.46,0.95,-0.53,1.66,0.08
0.14,-0.46,0.96,-0.87,1.77,0.09
0.15,-0.47,0.94,-0.90,1.86,0.44
0.16,-0.47,0.94,-0.26,-0.99,0.61
0.14,-0.46,0.93,-2.18,-0.96,1.21
0.14,-0.46,0.94,-3.19,-0.63,1.04
0.15,-0.45,0.94,-1.50,0.09,0.96
0.14,-0.45,0.95,-0.73,-0.08,0.95
0.15,-0.46,0.94,-0.89,-0.23,0.93
0.14,-0.46,0.92,-1.19,-0.47,1.04
0.14,-0.47,0.94,-1.21,-0.93,1.37
0.14,-0.46,0.93,-1.74,-1.08,1.21
0.14,-0.47,0.94,-2.66,-1.83,0.85
0.14,-0.46,0.95,-3.36,-1.21,0.52
0.15,-0.46,0.94,-4.02,-0.55,0.20
0.15,-0.46,0.95,-4.06,-0.44,0.00
0.15,-0.45,0.95,-4.20,-0.40,-0.23
0.15,-0.46,0.95,-4.05,-0.34,-0.52
0.16,-0.46,0.94,-3.79,-0.05,-0.72
0.15,-0.47,0.94,-3.82,-0.31,-0.69
0.15,-0.47,0.95,-3.63,-0.93,-0.76
0.14,-0.46,0.94,-3.73,-1.15,-0.52
0.15,-0.46,0.95,-3.16,-1.10,0.09
0.14,-0.47,0.94,-2.67,-0.76,0.05
0.15,-0.47,0.95,-2.35,-0.76,-0.08
0.14,-0.46,0.94,-2.02,-1.05,0.08
0.14,-0.47,0.94,-1.92,-0.99,-0.11
0.14,-0.46,0.95,-2.40,-0.90,0.00
0.15,-0.46,0.95,-3.18,-1.08,0.00
0.14,-0.47,0.95,-3.39,-1.40,-0.05
0.15,-0.46,0.94,-3.04,-1.31,-0.02
0.14,-0.46,0.94,-2.84,-1.07,0.29
0.15,-0.46,0.93,-2.85,-0.72,0.20
0.14,-0.46,0.95,-2.85,-0.50,0.20
0.15,-0.47,0.93,-2.93,-0.43,-0.09
0.15,-0.46,0.94,-2.61,-0.67,0.14
0.15,-0.47,0.95,-2.43,-0.63,-0.09
0.15,-0.46,0.93,-2.20,-0.52,-0.37
0.15,-0.46,0.95,-1.95,-0.44,-0.14
0.16,-0.47,0.94,-1.44,-0.78,-0.43
0.15,-0.47,0.94,-1.71,-0.87,-0.46
0.15,-0.47,0.93,-1.88,-0.69,-0.34
0.14,-0.47,0.94,-1.80,-0.90,-0.27
0.14,-0.46,0.93,-2.05,-0.35,-0.50
0.15,-0.46,0.95,-2.52,-0.18,-0.61
0.15,-0.47,0.94,-2.55,-0.23,-0.55
0.15,-0.46,0.94,-2.26,0.34,-0.61
0.15,-0.46,0.94,-2.27,0.23,-0.52
0.16,-0.47,0.94,-2.61,0.00,-0.02
0.15,-0.46,0.94,-2.32,-0.32,-0.02
0.15,-0.46,0.94,-2.35,-0.32,-0.08
0.16,-0.46,0.94,-2.21,-0.12,0.21
0.15,-0.47,0.93,-1.69,-0.76,0.50
0.17,-0.47,0.94,-0.78,-1.31,0.99
0.16,-0.47,0.94,-0.38,-2.43,1.79
0.14,-0.46,0.94,-1.48,-2.29,1.98
0.13,-0.46,0.94,-1.60,-1.71,1.30
0.14,-0.46,0.94,0.17,-0.17,0.82
0.15,-0.47,0.94,0.20,0.95,0.75
0.14,-0.47,0.93,-1.08,0.24,0.31
0.14,-0.48,0.94,-1.89,-0.26,0.41
0.14,-0.46,0.93,-1.89,0.00,0.89
0.14,-0.47,0.94,-2.02,0.60,1.04
0.14,-0.46,0.95,-2.14,0.41,0.52
0.14,-0.46,0.94,-2.31,0.53,0.61
0.15,-0.45,0.95,-2.00,1.13,1.18
0.15,-0.46,0.94,-1.44,1.56,0.87
0.15,-0.46,0.95,-1.62,1.15,0.72
0.15,-0.47,0.95,-1.82,0.58,0.35
0.16,-0.46,0.95,-1.48,-0.23,0.44
0.16,-0.47,0.94,-1.48,-0.63,0.41
0.16,-0.47,0.94,-1.74,-0.92,0.55
0.15,-0.47,0.94,-1.80,-1.04,0.37
0.15,-0.47,0.95,-1.42,-1.10,0.14
0.15,-0.46,0.95,-1.34,-0.87,-0.02
0.15,-0.46,0.94,-1.37,-0.15,-0.37
0.15,-0.47,0.94,-1.44,0.81,-0.44
0.16,-0.47,0.95,-1.10,-0.67,0.17
0.16,-0.47,0.94,-1.83,-2.47,1.04
0.14,-0.46,0.92,-3.77,-2.27,1.10
0.15,-0.45,0.94,-2.46,-1.51,0.31
0.15,-0.46,0.95,-1.18,0.26,0.40
0.15,-0.46,0.95,-1.08,-0.12,0.69
0.15,-0.46,0.94,-0.92,-0.31,0.61
0.15,-0.47,0.94,-0.84,-0.03,0.76
0.14,-0.47,0.94,-1.04,0.18,0.73
0.14,-0.47,0.93,-1.94,0.02,0.40
0.15,-0.46,0.93,-2.18,-0.41,0.46
0.15,-0.46,0.94,-2.15,-0.08,0.84
0.14,-0.46,0.94,-2.37,1.05,0.53
0.15,-0.46,0.94,-2.08,1.07,0.18
0.16,-0.46,0.95,-2.05,0.85,0.21
0.16,-0.47,0.95,-2.02,0.93,0.17
0.16,-0.46,0.94,-1.85,0.79,-0.06
0.16,-0.46,0.95,-1.94,0.23,0.12
0.16,-0.46,0.94,-2.21,-0.56,0.52
0.15,-0.47,0.94,-2.20,-0.72,0.24
0.15,-0.46,0.94,-2.03,-0.50,0.50
0.15,-0.46,0.95,-1.62,-0.56,0.56
0.15,-0.47,0.95,-1.77,-0.63,0.72
0.14,-0.46,0.94,-1.68,-0.76,0.84
0.16,-0.47,0.94,-1.66,-0.64,1.04
0.15,-0.46,0.93,-1.40,-0.64,0.78
0.15,-0.46,0.94,-1.97,-0.76,0.60
0.15,-0.46,0.93,-2.24,-0.47,0.44
0.15,-0.46,0.94,-2.05,0.06,0.44
0.15,-0.47,0.94,-1.86,0.14,0.55
0.15,-0.47,0.93,-2.12,-0.49,0.56
0.15,-0.46,0.95,-2.29,-0.38,0.27
0.15,-0.46,0.94,-2.05,-0.17,0.43
0.15,-0.47,0.94,-1.83,-0.53,0.56
0.15,-0.47,0.94,-1.48,-0.90,0.53
0.15,-0.46,0.95,-1.71,-0.82,0.46
0.15,-0.46,0.95,-1.51,-0.67,0.37
0.15,-0.46,0.95,-1.45,-0.46,0.43
0.15,-0.46,0.94,-1.48,-0.61,0.27
0.15,-0.46,0.94,-1.59,-0.24,0.18
0.15,-0.46,0.94,-1.83,-0.38,0.12
0.15,-0.46,0.94,-1.91,-0.52,0.23
0.15,-0.47,0.94,-2.23,-0.17,0.21
0.15,-0.46,0.94,-2.55,0.00,0.43
0.15,-0.46,0.95,-2.29,-0.24,0.43
0.15,-0.46,0.94,-2.47,-0.09,0.00
0.15,-0.46,0.94,-2.78,0.23,-0.23
0.16,-0.47,0.93,-2.82,0.93,-0.18
0.16,-0.46,0.93,-3.24,1.02,0.29
0.16,-0.46,0.93,-3.76,0.92,0.12
0.16,-0.45,0.95,-3.98,0.75,-0.73
0.16,-0.47,0.95,-4.44,1.10,-1.01
0.16,-0.47,0.94,-3.63,0.90,-0.69
0.17,-0.47,0.94,-2.35,0.29,0.06
0.16,-0.47,0.94,-2.17,-1.66,1.13
0.14,-0.46,0.94,-3.24,-2.64,1.63
0.15,-0.45,0.95,-2.89,-2.09,0.43
0.14,-0.46,0.94,-0.82,-0.37,0.21
0.16,-0.47,0.96,-0.70,0.14,-0.20
0.15,-0.47,0.94,-2.06,-1.05,-2.20
0.15,-0.48,0.92,-3.60,-2.90,-3.34
0.16,-0.47,0.94,-4.69,-4.27,-3.85
0.17,-0.47,0.94,-5.07,-4.75,-5.42
0.18,-0.47,0.95,-4.47,-6.24,-7.76
0.17,-0.47,0.95,-3.95,-8.35,-10.27
0.22,-0.47,0.96,-3.48,-9.83,-16.64
0.22,-0.47,0.94,-2.00,-8.81,-23.98
0.22,-0.48,0.93,-1.42,-9.36,-30.17
0.23,-0.47,0.94,-1.22,-10.35,-35.30
0.18,-0.45,0.92,-2.41,-7.53,-31.24
0.13,-0.47,0.93,-0.53,-5.95,-28.00
0.13,-0.47,0.93,0.24,-3.53,-24.49
0.14,-0.45,0.92,-0.70,-1.13,-19.08
0.16,-0.45,0.93,-0.81,0.66,-16.46
0.16,-0.46,0.93,-0.92,1.80,-14.27
0.15,-0.46,0.92,-2.23,1.92,-10.23
0.16,-0.46,0.94,-2.95,0.75,-6.90
0.15,-0.46,0.93,-4.31,3.89,-4.81
0.17,-0.47,0.93,-3.53,1.68,-2.34
0.17,-0.45,0.93,-4.79,1.01,-0.14
0.16,-0.46,0.93,-6.56,1.21,1.91
0.19,-0.45,0.94,-6.29,0.66,3.62
0.18,-0.46,0.94,-5.16,2.34,6.64
