accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.61,-0.17,0.85,-0.44,1.01,0.18
0.61,-0.17,0.86,-0.32,1.86,0.72
0.61,-0.16,0.84,-0.29,1.94,1.47
0.59,-0.17,0.84,-0.69,0.64,1.19
0.59,-0.16,0.86,-1.92,-0.70,0.37
0.60,-0.17,0.86,-1.27,0.27,-0.08
0.59,-0.17,0.86,0.14,1.27,-0.76
0.60,-0.18,0.85,-0.50,1.92,-0.82
0.60,-0.18,0.84,-1.51,1.51,-0.08
0.59,-0.17,0.84,-2.40,0.29,0.63
0.59,-0.17,0.85,-3.16,-0.20,1.22
0.59,-0.16,0.87,-2.56,0.29,1.02
0.60,-0.16,0.86,-2.02,0.84,0.58
0.60,-0.16,0.86,-1.76,1.48,0.81
0.60,-0.17,0.86,-1.59,1.44,1.48
0.60,-0.17,0.84,-1.89,0.70,1.85
0.61,-0.17,0.86,-2.17,0.14,1.91
0.61,-0.17,0.85,-2.27,-1.02,1.97
0.61,-0.17,0.86,-2.37,-1.16,2.05
0.60,-0.16,0.86,-2.02,-1.22,1.62
0.60,-0.17,0.86,-1.76,-0.98,0.99
0.60,-0.17,0.85,-1.60,-0.52,0.63
0.60,-0.17,0.85,-1.79,-0.58,0.03
0.60,-0.18,0.87,-1.94,-0.41,-0.84
0.61,-0.17,0.86,-2.02,-0.79,-1.05
0.61,-0.17,0.86,-2.43,-0.47,-0.67
0.59,-0.17,0.85,-1.68,-0.26,-0.55
0.60,-0.17,0.85,-2.37,-0.26,-0.17
0.60,-0.16,0.85,-2.95,-0.12,-0.27
0.60,-0.16,0.84,-1.71,-0.53,0.17
0.59,-0.17,0.86,-1.88,-0.61,-0.06
0.60,-0.16,0.86,-2.38,0.49,0.09
0.60,-0.17,0.85,-1.88,0.70,0.32
0.60,-0.18,0.85,-1.65,0.09,1.13
0.60,-0.16,0.86,-2.23,0.24,1.27
0.60,-0.17,0.86,-2.32,-0.56,1.24
0.60,-0.17,0.85,-2.69,-0.70,1.22
0.61,-0.17,0.85,-2.56,-0.44,1.30
0.60,-0.18,0.86,-2.61,-0.24,1.25
0.60,-0.17,0.85,-2.26,0.14,0.98
0.60,-0.18,0.85,-2.27,-0.35,0.90
0.60,-0.17,0.86,-2.55,-0.53,0.67
0.61,-0.18,0.86,-2.52,-0.69,0.46
0.60,-0.18,0.85,-2.37,-0.85,0.44
0.61,-0.17,0.86,-2.20,-1.04,0.72
0.60,-0.17,0.86,-2.14,-0.99,0.61
0.60,-0.18,0.86,-2.31,-1.15,0.29
0.60,-0.18,0.86,-2.41,-1.19,0.26
0.59,-0.17,0.85,-2.29,-0.99,0.26
0.60,-0.18,0.86,-2.14,-0.64,0.23
0.60,-0.17,0.85,-1.95,-0.50,0.05
0.60,-0.17,0.86,-2.17,-0.85,-0.08
0.60,-0.17,0.86,-2.34,-1.18,0.17
0.60,-0.17,0.85,-2.41,-1.13,0.41
