accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.53,-0.14,0.91,-2.11,-3.31,-0.79
0.54,-0.14,0.91,-2.47,-3.59,-0.81
0.53,-0.13,0.91,-2.55,-3.08,-0.40
0.54,-0.13,0.92,-2.08,-3.04,-0.92
0.54,-0.14,0.92,-1.79,-2.26,-0.89
0.52,-0.13,0.91,-1.48,-1.98,-0.87
0.53,-0.14,0.92,-1.30,-2.34,-0.64
0.53,-0.14,0.90,-1.15,-2.81,-0.95
0.53,-0.14,0.90,-1.24,-3.27,-0.32
0.54,-0.13,0.92,-2.06,-3.11,-0.41
0.54,-0.14,0.91,-2.37,-2.78,-0.43
0.54,-0.14,0.92,-2.12,-2.90,-0.38
0.54,-0.14,0.91,-2.14,-2.96,0.06
0.54,-0.14,0.91,-1.98,-2.92,0.05
0.54,-0.14,0.91,-1.59,-2.29,0.09
0.53,-0.13,0.91,-1.92,-2.29,-0.11
0.54,-0.14,0.91,-1.92,-2.02,-0.41
0.54,-0.14,0.91,-1.10,-1.42,-0.11
0.55,-0.14,0.90,-1.42,-0.52,1.28
0.54,-0.13,0.90,-2.03,-0.02,2.52
0.53,-0.13,0.90,-1.98,-0.32,2.14
0.54,-0.13,0.91,-1.98,-0.79,1.08
0.54,-0.12,0.91,-1.15,-0.38,-0.24
0.52,-0.14,0.91,-0.70,0.26,-1.50
0.53,-0.15,0.91,-0.66,0.55,-1.48
0.53,-0.15,0.92,-0.81,0.05,-0.44
0.53,-0.14,0.91,-0.93,-0.63,0.60
0.54,-0.14,0.89,-2.08,-1.51,0.69
0.53,-0.14,0.91,-3.73,-1.57,0.85
0.53,-0.13,0.91,-4.44,-0.95,0.69
0.53,-0.13,0.92,-3.40,-0.70,0.61
0.55,-0.13,0.91,-2.24,-0.87,0.56
0.55,-0.13,0.91,-1.07,-0.61,0.95
0.54,-0.14,0.91,-1.21,-0.35,1.08
0.55,-0.14,0.90,-1.74,-0.60,1.36
0.55,-0.14,0.91,-1.85,-1.05,1.37
0.55,-0.14,0.90,-2.49,-1.98,1.51
0.55,-0.14,0.92,-2.66,-2.21,1.08
0.54,-0.14,0.91,-2.18,-1.95,0.69
0.54,-0.14,0.91,-1.39,-1.59,-0.02
0.55,-0.13,0.90,-1.01,-1.36,-0.50
0.55,-0.14,0.91,-0.56,-0.85,-0.52
0.54,-0.14,0.90,-1.22,-0.87,0.53
0.54,-0.14,0.90,-2.60,-1.15,1.13
0.55,-0.13,0.90,-3.39,-2.38,1.11
0.55,-0.13,0.91,-2.92,-2.20,1.01
0.54,-0.13,0.91,-2.37,-1.82,0.31
0.54,-0.13,0.91,-1.83,-1.02,-0.26
0.54,-0.14,0.91,-0.58,-0.20,0.03
0.53,-0.14,0.91,-0.15,-0.11,0.18
0.54,-0.14,0.91,-0.81,-0.43,0.55
0.54,-0.15,0.90,-2.02,-0.55,0.90
0.54,-0.14,0.90,-3.19,-0.99,1.50
0.54,-0.13,0.90,-3.31,-1.13,1.45
0.54,-0.13,0.91,-3.02,-0.35,1.28
0.55,-0.13,0.91,-2.31,-0.20,0.79
0.55,-0.14,0.91,-2.06,-0.09,0.76
0.54,-0.14,0.92,-1.51,-0.14,0.89
0.55,-0.13,0.91,-1.54,-0.78,1.08
0.55,-0.14,0.90,-1.82,-0.98,0.82
0.54,-0.14,0.91,-2.18,-1.28,0.55
0.56,-0.14,0.90,-2.15,-1.42,0.64
0.55,-0.13,0.90,-1.97,-1.79,0.41
0.55,-0.13,0.92,-1.63,-2.38,0.08
0.55,-0.14,0.91,-1.36,-2.15,-0.08
0.54,-0.14,0.91,-1.27,-1.74,-0.23
0.54,-0.15,0.91,-1.13,-1.15,0.15
0.54,-0.13,0.91,-1.45,-0.81,-0.06
0.54,-0.14,0.91,-1.83,-1.01,-0.14
0.54,-0.14,0.90,-1.86,-1.22,0.00
0.54,-0.13,0.91,-1.73,-1.62,-0.27
0.54,-0.13,0.90,-1.82,-1.80,0.02
0.55,-0.14,0.90,-1.51,-1.24,-0.24
0.55,-0.13,0.90,-1.56,-1.16,0.00
0.55,-0.14,0.91,-1.97,-0.98,-0.09
0.55,-0.14,0.90,-2.09,-1.05,0.00
0.55,-0.13,0.90,-1.91,-1.10,-0.11
0.54,-0.14,0.90,-1.89,-1.01,-0.09
0.54,-0.14,0.90,-1.94,-1.04,0.21
0.54,-0.14,0.91,-1.53,-0.82,0.92
0.54,-0.13,0.91,-1.65,-0.73,0.95
0.55,-0.14,0.91,-1.83,-0.73,0.81
0.54,-0.13,0.90,-2.31,-0.85,0.81
0.55,-0.14,0.90,-2.32,-1.22,0.89
0.55,-0.14,0.91,-2.08,-1.10,0.70
0.55,-0.14,0.90,-2.26,-1.69,0.81
0.55,-0.14,0.90,-2.09,-1.47,1.07
0.54,-0.14,0.91,-2.09,-1.22,0.92
0.54,-0.13,0.91,-2.82,-0.60,0.93
0.55,-0.14,0.90,-2.53,-0.38,0.96
0.55,-0.13,0.90,-1.24,-0.20,1.39
0.56,-0.13,0.90,-1.48,0.11,2.23
0.54,-0.13,0.89,-2.06,0.14,2.84
0.54,-0.13,0.90,-2.64,-0.69,2.12
0.55,-0.13,0.91,-2.24,-1.21,0.82
0.54,-0.14,0.91,-0.73,-0.24,-0.09
0.54,-0.15,0.92,0.03,1.57,-0.73
0.53,-0.16,0.91,-0.63,2.21,-0.43
0.55,-0.16,0.90,-1.30,1.57,0.89
0.54,-0.14,0.90,-1.95,-0.02,1.47
0.54,-0.13,0.90,-3.40,-1.45,1.50
0.54,-0.13,0.92,-4.53,-1.69,1.30
0.54,-0.12,0.91,-4.64,-0.64,1.22
0.55,-0.12,0.91,-2.90,0.18,0.63
0.55,-0.13,0.90,-1.33,0.32,0.56
0.55,-0.14,0.91,-0.14,-0.03,1.22
0.55,-0.14,0.91,-0.56,-1.10,1.71
0.55,-0.14,0.90,-1.33,-1.39,2.11
0.56,-0.13,0.91,-1.73,-1.92,1.74
0.55,-0.14,0.90,-2.05,-1.82,1.34
0.55,-0.14,0.90,-1.97,-1.56,0.85
0.55,-0.14,0.91,-1.56,-1.21,0.44
0.54,-0.14,0.90,-1.08,-1.48,0.24
0.55,-0.14,0.90,-0.96,-1.45,-0.46
0.56,-0.14,0.90,-0.43,-0.81,-0.34
0.55,-0.14,0.89,-1.19,-0.84,0.15
0.55,-0.14,0.89,-2.32,-0.70,0.81
0.54,-0.13,0.90,-3.16,-1.71,0.95
0.54,-0.13,0.90,-2.82,-1.50,0.90
0.54,-0.13,0.90,-2.38,-0.95,0.72
0.54,-0.13,0.91,-1.73,0.17,0.67
0.55,-0.14,0.90,-0.76,0.49,0.78
0.55,-0.14,0.90,-0.50,0.55,0.85
0.55,-0.13,0.90,-0.99,0.18,1.07
0.55,-0.14,0.90,-1.92,0.14,1.13
0.54,-0.14,0.90,-2.58,0.08,1.34
0.55,-0.15,0.90,-3.01,0.53,1.44
0.55,-0.14,0.91,-2.43,0.47,1.13
0.55,-0.14,0.90,-2.09,0.31,1.31
0.55,-0.14,0.91,-2.05,0.81,1.10
0.55,-0.14,0.92,-1.54,0.95,1.02
0.55,-0.14,0.91,-1.62,1.02,1.04
0.55,-0.14,0.92,-1.79,1.37,0.85
0.54,-0.14,0.90,-1.33,2.20,1.42
0.55,-0.14,0.90,-1.51,2.32,1.66
0.54,-0.14,0.92,-1.89,2.67,1.47
0.55,-0.14,0.91,-1.65,4.02,1.83
0.54,-0.14,0.90,-0.93,4.61,1.63
0.55,-0.14,0.90,-0.81,5.45,1.40
0.54,-0.15,0.90,-0.89,5.01,1.82
0.54,-0.14,0.91,-1.31,4.38,1.79
0.54,-0.14,0.91,-1.45,3.63,1.59
