accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.80,-0.43,0.47,-1.98,0.46,0.06
0.79,-0.42,0.48,-2.06,0.06,0.14
0.79,-0.43,0.47,-1.94,0.14,0.37
0.80,-0.42,0.47,-1.42,-0.53,0.11
0.80,-0.43,0.47,-1.51,-0.63,0.35
0.81,-0.43,0.48,-1.42,0.11,0.00
0.81,-0.43,0.48,-1.19,0.82,-0.23
0.80,-0.43,0.46,-1.02,0.46,-0.40
0.80,-0.43,0.47,-1.65,0.24,-0.21
0.81,-0.43,0.47,-2.40,-0.31,-0.26
0.81,-0.43,0.46,-2.73,-0.73,-0.38
0.80,-0.43,0.48,-2.47,-0.35,-0.02
0.80,-0.43,0.48,-2.70,-0.56,0.14
0.80,-0.43,0.47,-2.90,-0.47,-0.17
0.82,-0.43,0.48,-1.86,-0.14,-0.53
0.81,-0.43,0.46,-1.30,-0.89,-0.69
0.81,-0.42,0.44,-1.85,-2.46,-0.09
0.82,-0.42,0.44,-2.38,-3.45,0.90
0.80,-0.42,0.48,-1.39,-4.35,1.08
0.79,-0.42,0.49,-1.01,-2.53,0.15
0.80,-0.43,0.48,0.60,-0.44,-0.44
0.81,-0.43,0.48,1.56,0.23,-1.33
0.81,-0.44,0.46,0.84,-1.04,-0.96
0.80,-0.44,0.45,-0.89,-2.92,-0.03
0.80,-0.44,0.45,-1.98,-2.20,1.28
0.79,-0.44,0.49,-2.35,-0.20,0.96
0.80,-0.43,0.47,-2.44,0.29,0.75
0.80,-0.43,0.47,-2.60,-0.43,0.78
0.80,-0.43,0.47,-2.92,-0.60,0.72
0.81,-0.42,0.46,-2.32,-0.55,0.38
0.81,-0.42,0.46,-1.77,-0.73,-0.06
0.81,-0.42,0.46,-2.00,-0.63,0.26
0.81,-0.42,0.47,-2.56,-0.73,0.38
0.81,-0.42,0.46,-3.04,-1.01,-0.05
0.81,-0.42,0.46,-2.41,-1.54,-0.14
0.81,-0.42,0.48,-1.39,-1.51,-0.52
0.80,-0.42,0.48,-0.43,-0.81,-0.81
0.80,-0.42,0.47,-0.18,0.08,-1.16
0.81,-0.43,0.47,1.15,0.32,-0.98
0.82,-0.42,0.44,-1.11,-1.36,0.02
0.81,-0.43,0.46,-2.05,-3.08,0.61
0.80,-0.43,0.45,-3.16,-2.26,0.84
0.80,-0.42,0.47,-0.90,-0.34,-0.38
0.81,-0.43,0.46,0.35,0.38,-0.35
0.81,-0.42,0.46,-0.78,0.02,-0.11
0.81,-0.42,0.46,-2.63,-2.02,0.17
0.80,-0.43,0.46,-2.53,-1.83,0.37
0.80,-0.43,0.46,-1.80,-0.67,0.34
0.80,-0.43,0.46,-1.34,-0.05,0.23
0.80,-0.43,0.48,-2.18,0.03,0.76
0.80,-0.43,0.47,-3.18,0.40,1.36
0.80,-0.42,0.47,-3.37,0.18,1.69
0.80,-0.43,0.47,-2.50,0.03,1.39
0.80,-0.42,0.47,-1.63,-0.05,1.19
0.81,-0.43,0.46,-1.37,0.09,1.24
0.81,-0.42,0.46,-1.51,-0.21,0.89
0.81,-0.43,0.46,-1.71,-0.02,0.73
0.81,-0.43,0.47,-1.69,-0.27,0.52
0.81,-0.43,0.46,-1.27,-0.34,0.11
0.81,-0.43,0.47,-1.13,-0.34,0.09
0.81,-0.42,0.46,-1.62,-0.03,-0.05
0.81,-0.42,0.47,-1.74,-0.08,-0.11
0.82,-0.43,0.47,-1.63,-0.15,-0.17
0.81,-0.43,0.47,-1.63,0.12,-0.06
0.80,-0.43,0.45,-1.74,-0.09,-0.32
0.81,-0.43,0.46,-1.79,-0.49,-0.02
0.80,-0.42,0.47,-2.05,-0.46,0.11
0.80,-0.43,0.46,-2.08,-0.09,0.12
0.80,-0.43,0.46,-2.12,-0.09,0.18
0.81,-0.42,0.46,-1.80,-0.43,0.38
0.81,-0.42,0.46,-1.68,-0.38,0.50
0.80,-0.42,0.47,-1.42,-0.23,0.24
0.80,-0.42,0.47,-1.08,-0.35,0.27
0.80,-0.43,0.47,-0.87,-0.78,0.52
0.81,-0.42,0.47,-1.27,-0.53,0.50
0.81,-0.42,0.47,-1.31,-0.29,0.37
0.81,-0.42,0.47,-0.89,0.03,0.32
0.81,-0.43,0.46,-0.89,0.20,0.03
0.81,-0.42,0.47,-1.56,-0.35,0.05
0.81,-0.42,0.47,-2.12,0.06,-0.20
0.81,-0.43,0.46,-2.32,0.24,-0.12
0.81,-0.43,0.46,-2.00,0.24,-0.06
0.80,-0.42,0.47,-2.69,-1.04,0.18
0.81,-0.43,0.47,-2.70,-0.09,-0.05
0.81,-0.42,0.46,-2.18,0.26,-0.20
0.82,-0.42,0.46,-2.11,-0.67,-0.02
0.82,-0.42,0.44,-2.99,-2.18,0.96
0.81,-0.41,0.47,-2.49,-4.11,1.04
0.78,-0.42,0.47,-2.49,-2.90,0.50
0.79,-0.42,0.49,-0.49,-0.26,-0.73
0.81,-0.42,0.47,1.42,1.08,-1.13
0.81,-0.43,0.47,0.89,0.23,-1.16
0.81,-0.44,0.44,-1.92,-1.56,0.12
0.79,-0.44,0.44,-2.89,-2.52,1.04
0.80,-0.43,0.46,-2.87,-1.27,0.75
0.80,-0.43,0.48,-2.90,0.15,0.56
0.80,-0.43,0.47,-3.08,-0.35,0.73
0.80,-0.43,0.45,-2.85,-0.70,0.99
0.81,-0.42,0.46,-2.82,-0.79,1.15
0.82,-0.42,0.47,-2.63,-0.69,0.81
0.81,-0.42,0.47,-2.64,-0.12,0.72
0.81,-0.42,0.46,-2.24,0.40,0.64
0.82,-0.42,0.45,-2.67,-0.47,0.87
0.81,-0.42,0.47,-2.49,-0.93,0.85
0.81,-0.42,0.47,-2.09,-0.56,0.67
0.81,-0.42,0.47,-1.13,0.29,0.23
0.81,-0.42,0.47,-0.61,-0.02,-0.23
0.80,-0.43,0.47,-0.92,0.50,-0.34
0.81,-0.43,0.46,-0.47,1.22,-0.56
0.82,-0.43,0.46,-0.26,-0.34,-0.67
0.82,-0.43,0.45,-1.48,-0.89,0.35
0.81,-0.43,0.45,-2.70,-2.50,0.37
0.79,-0.42,0.47,-2.29,-0.60,0.27
0.80,-0.42,0.47,-1.04,-0.09,-0.15
0.81,-0.41,0.46,-1.04,0.05,-0.26
0.81,-0.42,0.46,-2.12,-1.66,0.12
0.81,-0.43,0.45,-2.31,-1.88,0.69
0.81,-0.42,0.45,-2.00,-1.05,0.81
0.81,-0.43,0.46,-1.74,-0.43,0.55
0.80,-0.43,0.47,-2.23,0.41,1.04
0.80,-0.43,0.47,-3.11,0.40,1.68
0.80,-0.43,0.47,-3.19,0.64,1.77
0.80,-0.43,0.47,-2.78,1.08,1.74
0.81,-0.42,0.46,-1.88,1.74,1.05
0.81,-0.42,0.46,-0.34,1.31,0.31
0.81,-0.43,0.46,-0.63,0.85,0.93
0.81,-0.42,0.46,-1.59,0.75,0.79
0.81,-0.42,0.46,-2.20,0.47,0.89
0.81,-0.42,0.46,-2.11,0.85,0.52
0.80,-0.43,0.46,-1.37,0.84,0.31
0.80,-0.43,0.45,-1.25,-0.02,0.03
0.81,-0.43,0.47,-1.53,0.29,0.35
0.80,-0.43,0.47,-2.23,0.78,0.29
0.81,-0.42,0.47,-2.05,0.64,-0.96
0.83,-0.41,0.46,-1.51,0.73,-2.18
0.81,-0.41,0.45,-1.34,-0.79,-0.61
0.81,-0.41,0.47,-1.62,-1.37,-0.11
0.81,-0.41,0.47,-1.92,-1.28,0.72
0.82,-0.40,0.45,-1.86,-1.13,0.67
0.81,-0.42,0.47,-1.85,1.36,1.80
0.80,-0.43,0.46,-1.40,2.06,2.00
0.79,-0.43,0.47,-1.66,1.68,2.90
0.80,-0.43,0.46,-2.32,1.04,3.22
0.83,-0.40,0.45,-2.52,3.66,3.01
0.80,-0.44,0.45,-0.92,1.08,1.30
0.77,-0.43,0.46,-1.01,1.24,2.82
0.80,-0.43,0.45,-2.69,0.09,4.52
0.80,-0.43,0.46,-4.14,1.34,4.38
0.80,-0.43,0.46,-3.73,2.41,3.51
0.80,-0.44,0.47,-2.35,2.98,4.69
0.81,-0.43,0.47,-2.70,2.49,3.92
0.81,-0.43,0.47,-3.16,1.45,3.56
0.81,-0.43,0.46,-3.63,1.28,2.95
0.81,-0.45,0.46,-3.91,0.89,2.56
0.80,-0.46,0.46,-3.42,0.35,2.00
0.80,-0.45,0.46,-4.41,0.24,0.43
0.79,-0.46,0.46,-3.94,-0.61,0.69
0.79,-0.45,0.47,-3.28,-0.85,2.14
0.82,-0.44,0.45,-3.95,0.14,2.20
0.83,-0.42,0.44,-4.12,-0.20,2.05
0.80,-0.43,0.46,-4.05,-1.40,1.95
0.77,-0.43,0.49,-4.49,-1.54,2.14
0.77,-0.43,0.47,-3.04,-1.02,1.86
0.80,-0.43,0.48,0.14,-1.22,0.50
0.80,-0.45,0.46,1.48,-2.09,-0.69
0.79,-0.45,0.46,0.61,-2.05,1.57
0.78,-0.44,0.45,-0.27,-0.17,5.51
0.79,-0.44,0.45,0.17,2.63,8.50
0.77,-0.44,0.43,1.92,3.92,11.73
0.77,-0.45,0.42,3.34,3.21,12.58
0.76,-0.46,0.45,2.73,1.08,16.44
0.77,-0.47,0.48,-0.20,1.28,17.48
0.80,-0.46,0.51,-2.23,2.64,17.77
0.81,-0.39,0.46,-1.16,-1.45,17.62
0.85,-0.39,0.48,-1.53,-2.56,16.56
0.83,-0.41,0.49,-1.34,-3.31,14.15
0.80,-0.42,0.48,-0.15,-3.02,12.81
0.81,-0.45,0.49,1.44,-5.45,11.56
0.80,-0.45,0.46,0.72,-4.47,8.32
0.79,-0.45,0.47,-0.67,-4.53,6.87
0.80,-0.47,0.46,-2.20,-2.49,6.79
0.80,-0.46,0.45,-3.54,-3.18,5.76
0.80,-0.44,0.47,-3.47,-6.18,5.97
0.82,-0.45,0.47,-3.86,-8.58,6.85
0.81,-0.45,0.46,-4.24,-7.16,4.93
0.80,-0.45,0.48,-5.07,-5.01,2.18
0.80,-0.44,0.48,-4.99,-2.75,-0.53
0.81,-0.44,0.48,-6.15,-4.00,-1.50
0.82,-0.43,0.47,-7.77,-5.30,-3.62
0.81,-0.44,0.46,-8.55,-5.53,-5.80
0.81,-0.44,0.46,-8.67,-6.00,-8.43
0.80,-0.46,0.44,-9.08,-6.58,-10.05
0.80,-0.47,0.46,-9.91,-5.53,-9.57
0.79,-0.48,0.46,-8.82,-4.73,-8.85
0.79,-0.47,0.46,-6.14,-2.60,-8.17
0.79,-0.47,0.47,-3.56,-0.64,-7.77
0.79,-0.47,0.48,-1.01,0.60,-7.39
0.79,-0.46,0.47,0.56,1.48,-6.81
0.79,-0.45,0.46,1.47,0.12,-5.86
0.80,-0.44,0.46,1.13,-0.14,-5.01
0.81,-0.44,0.45,0.98,0.08,-5.42
0.81,-0.44,0.45,1.62,0.08,-6.06
0.81,-0.45,0.45,2.31,1.79,-5.95
0.81,-0.45,0.46,2.03,4.58,-6.18
0.81,-0.44,0.43,2.34,4.66,-7.10
0.80,-0.45,0.44,1.60,2.70,-5.66
0.80,-0.45,0.44,0.20,3.45,-4.58
0.80,-0.45,0.44,-0.95,4.58,-4.35
0.80,-0.45,0.43,-0.43,4.26,-3.89
0.80,-0.45,0.44,-0.87,3.71,-3.40
0.79,-0.45,0.44,-1.44,4.24,-2.40
0.78,-0.45,0.45,-2.02,3.79,-0.73
0.80,-0.43,0.45,-2.46,3.57,0.58
0.80,-0.43,0.46,-1.27,3.37,0.82
0.80,-0.44,0.46,-0.38,2.08,1.60
0.79,-0.44,0.46,-0.84,2.15,2.35
0.80,-0.44,0.45,-0.85,2.52,2.18
0.80,-0.44,0.44,-0.29,2.06,1.97
