accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.64,-0.64,0.45,-1.74,-4.34,-1.40
0.64,-0.65,0.47,-1.80,-5.53,-1.79
0.64,-0.65,0.48,-2.40,-4.89,-1.56
0.64,-0.65,0.47,-1.85,-3.69,-1.19
0.65,-0.65,0.47,-0.96,-3.95,-1.44
0.66,-0.65,0.45,-2.34,-4.69,-1.76
0.63,-0.65,0.47,-3.30,-4.72,-1.60
0.63,-0.65,0.46,-2.72,-3.73,-2.40
0.64,-0.64,0.46,-1.62,-0.32,-2.03
0.63,-0.65,0.46,-1.34,0.08,-1.69
0.64,-0.64,0.46,-2.38,-0.66,-1.13
0.64,-0.65,0.46,-2.52,-1.98,-0.67
0.63,-0.65,0.46,-1.74,-1.71,-0.35
0.63,-0.65,0.46,-1.77,-0.26,-0.12
0.63,-0.65,0.45,-2.21,0.76,0.31
0.63,-0.65,0.46,-2.37,0.89,0.84
0.63,-0.65,0.45,-2.21,0.99,1.27
0.64,-0.64,0.46,-1.69,1.10,1.66
0.64,-0.65,0.46,-1.56,0.75,1.53
0.64,-0.65,0.46,-1.83,1.11,1.63
0.64,-0.65,0.46,-2.18,1.04,1.69
0.64,-0.65,0.46,-1.86,0.93,1.63
0.64,-0.65,0.46,-1.45,1.08,1.54
0.64,-0.65,0.46,-1.18,1.05,1.50
0.63,-0.65,0.47,-1.33,0.32,1.24
0.64,-0.64,0.45,-1.47,-0.38,0.93
0.64,-0.65,0.47,-1.91,-0.38,0.79
0.64,-0.65,0.47,-1.79,0.02,0.85
0.64,-0.64,0.47,-1.36,0.15,1.02
0.64,-0.65,0.45,-1.44,0.64,1.15
0.63,-0.65,0.46,-1.51,0.29,1.01
0.64,-0.65,0.46,-1.65,0.61,1.16
0.63,-0.65,0.46,-2.00,0.37,1.71
0.64,-0.65,0.46,-1.89,1.25,1.79
0.64,-0.64,0.46,-1.54,1.94,1.28
0.63,-0.65,0.47,-1.15,2.40,1.65
0.63,-0.65,0.45,-1.31,2.40,2.24
0.63,-0.65,0.46,-1.40,2.15,2.24
0.64,-0.65,0.46,-1.21,2.72,2.27
0.64,-0.65,0.47,-0.76,3.19,1.82
0.64,-0.65,0.46,-0.53,3.77,2.69
0.63,-0.65,0.48,-0.81,3.86,3.18
0.63,-0.66,0.47,-1.08,4.49,3.66
0.62,-0.65,0.47,-0.81,5.40,3.92
0.62,-0.66,0.47,0.08,5.94,4.41
0.62,-0.66,0.46,0.37,5.83,4.58
0.63,-0.66,0.46,-0.20,5.60,4.66
0.63,-0.65,0.45,-0.98,4.12,3.89
0.63,-0.65,0.46,-1.48,2.67,2.98
0.63,-0.64,0.45,-2.43,0.60,1.82
0.63,-0.65,0.47,-2.90,-1.22,0.73
0.63,-0.65,0.47,-3.42,-1.79,0.85
0.62,-0.65,0.46,-3.04,-1.44,0.98
0.63,-0.65,0.47,-1.98,-1.44,0.89
