accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.43,-0.54,0.78,-3.34,-3.40,0.90
0.42,-0.55,0.79,-1.66,-2.82,0.38
0.41,-0.55,0.79,-0.43,-1.22,0.14
0.41,-0.57,0.79,-0.31,0.63,-0.17
0.41,-0.57,0.78,-0.55,0.50,-0.20
0.43,-0.57,0.78,-0.84,-1.30,-0.31
0.42,-0.55,0.79,-1.69,-3.10,0.38
0.42,-0.55,0.78,-2.35,-3.42,0.43
0.43,-0.56,0.79,-2.52,-2.46,0.17
0.43,-0.55,0.77,-1.28,-1.40,-0.61
0.43,-0.55,0.78,0.09,-1.59,-0.92
0.42,-0.54,0.78,0.41,-1.30,-1.02
0.42,-0.55,0.78,0.03,-1.13,-1.47
0.43,-0.55,0.78,0.26,-1.05,-1.57
0.44,-0.56,0.76,0.96,-0.84,-1.27
0.45,-0.55,0.76,0.99,-2.49,-1.07
0.43,-0.54,0.78,0.11,-4.20,-0.55
0.41,-0.55,0.78,-1.42,-4.49,-0.34
0.41,-0.54,0.80,-1.18,-3.86,-1.28
0.42,-0.54,0.79,1.04,-2.49,-1.79
0.43,-0.55,0.78,2.61,0.21,-1.63
0.43,-0.55,0.78,2.69,0.73,-1.10
0.42,-0.55,0.77,0.82,-1.69,-0.73
0.43,-0.55,0.78,-1.18,-3.34,-0.06
0.41,-0.55,0.78,-1.39,-2.73,0.02
0.43,-0.56,0.78,-0.56,-1.16,-0.09
0.41,-0.55,0.78,-0.37,0.12,0.20
0.43,-0.55,0.77,-1.11,0.12,0.75
0.44,-0.55,0.77,-1.83,-0.11,0.98
0.43,-0.54,0.78,-2.85,-0.47,1.01
0.44,-0.53,0.79,-2.89,-1.45,0.03
0.44,-0.53,0.79,-2.47,-2.00,-0.12
0.43,-0.53,0.79,-2.08,-1.31,-0.24
0.44,-0.53,0.79,-0.93,-0.18,-1.01
0.42,-0.54,0.79,-0.40,0.72,-1.08
0.42,-0.54,0.78,-0.60,1.27,-1.57
0.42,-0.55,0.78,-1.07,1.57,-1.65
0.44,-0.55,0.77,-0.02,1.31,-1.30
0.45,-0.55,0.79,-0.85,-0.41,-0.34
0.44,-0.54,0.78,-2.58,-1.73,1.40
0.41,-0.53,0.77,-4.75,-3.47,2.18
0.43,-0.53,0.78,-0.40,-2.89,1.24
0.43,-0.54,0.79,0.17,0.92,1.79
0.44,-0.54,0.80,1.18,1.51,1.82
0.44,-0.54,0.78,-0.20,-0.64,1.95
0.44,-0.54,0.78,-1.51,-1.71,2.12
0.44,-0.56,0.78,-0.69,-1.86,1.95
0.44,-0.56,0.78,0.00,-1.76,1.40
0.43,-0.55,0.78,-0.37,-2.05,1.05
0.43,-0.55,0.78,-1.37,-2.81,1.02
0.43,-0.55,0.79,-1.65,-3.50,1.37
0.43,-0.53,0.78,-1.42,-2.64,0.79
0.43,-0.54,0.78,-0.52,-2.02,0.32
0.43,-0.54,0.79,0.32,-0.64,0.17
0.43,-0.55,0.77,0.81,-0.21,0.32
0.43,-0.55,0.78,0.95,-1.05,0.70
0.44,-0.55,0.77,-0.34,-1.19,1.07
0.43,-0.55,0.78,-1.11,-0.79,0.70
0.44,-0.54,0.78,-1.65,-0.96,0.72
0.44,-0.54,0.79,-1.69,-0.58,0.66
0.44,-0.54,0.79,-1.47,-0.56,0.09
0.44,-0.53,0.79,-0.72,0.21,-0.11
0.43,-0.54,0.80,-0.64,1.39,-0.11
0.43,-0.55,0.79,-0.20,1.24,0.23
0.43,-0.55,0.78,0.32,0.61,0.29
0.42,-0.54,0.78,-0.87,1.56,0.73
0.43,-0.55,0.78,-1.24,0.64,0.85
0.43,-0.54,0.79,-1.66,0.12,1.34
0.43,-0.54,0.79,-1.89,0.03,1.22
0.43,-0.54,0.78,-1.83,0.49,0.78
0.44,-0.54,0.78,-1.48,0.58,0.58
0.43,-0.54,0.78,-1.53,0.69,0.37
0.43,-0.54,0.79,-1.11,0.56,-0.14
0.43,-0.54,0.78,-1.24,-0.03,0.03
0.43,-0.54,0.78,-1.48,-0.43,-0.18
0.43,-0.55,0.79,-2.12,0.14,-0.23
0.43,-0.54,0.79,-2.47,0.90,-0.70
0.43,-0.53,0.78,-2.44,0.44,-0.72
0.43,-0.54,0.78,-2.08,-0.14,-0.40
0.43,-0.54,0.79,-1.79,-0.35,0.15
0.42,-0.54,0.80,-1.65,-0.32,0.12
0.42,-0.54,0.78,-1.80,-0.21,0.32
0.43,-0.54,0.79,-2.00,1.05,0.35
0.43,-0.54,0.78,-1.37,1.56,0.84
