accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.17,-0.50,0.92,-2.24,-0.47,0.21
0.17,-0.50,0.92,-1.98,-0.82,-0.02
0.18,-0.50,0.92,-1.47,-1.08,0.08
0.16,-0.50,0.92,-1.44,-1.15,0.18
0.16,-0.50,0.92,-1.66,-0.27,0.31
0.17,-0.50,0.92,-1.57,0.06,-0.02
0.17,-0.51,0.91,-1.51,0.14,0.17
0.19,-0.51,0.91,-1.04,-2.06,0.63
0.17,-0.51,0.92,-2.69,-3.07,1.39
0.16,-0.50,0.92,-4.44,-2.46,1.04
0.17,-0.49,0.93,-1.97,-1.10,0.47
0.17,-0.50,0.92,-0.99,0.05,0.66
0.17,-0.50,0.91,-0.61,-0.47,0.70
0.17,-0.51,0.91,-0.38,-0.58,0.69
0.17,-0.51,0.91,-0.99,-0.63,0.79
0.16,-0.51,0.90,-1.85,-0.38,0.89
0.16,-0.51,0.90,-2.43,-0.17,0.66
0.16,-0.51,0.92,-2.43,-0.08,0.70
0.17,-0.51,0.91,-2.20,0.63,0.64
0.17,-0.50,0.91,-1.94,1.27,0.26
0.17,-0.51,0.91,-2.20,1.13,0.18
0.18,-0.50,0.92,-2.02,0.95,0.11
0.18,-0.50,0.92,-2.05,0.95,-0.35
0.17,-0.51,0.92,-2.67,0.75,-0.05
0.16,-0.51,0.92,-2.58,0.18,0.00
0.17,-0.51,0.92,-2.37,-0.27,0.06
0.17,-0.50,0.91,-2.03,-0.24,0.26
0.17,-0.51,0.92,-2.11,0.02,0.26
0.17,-0.50,0.92,-1.74,0.15,0.12
0.17,-0.50,0.91,-1.54,-0.52,0.43
0.17,-0.50,0.91,-1.53,-0.78,0.90
0.17,-0.51,0.91,-1.44,-0.53,0.90
0.17,-0.51,0.91,-1.98,-0.15,0.98
0.17,-0.51,0.92,-2.15,-0.17,0.85
0.17,-0.51,0.92,-1.69,-0.61,0.75
0.17,-0.50,0.92,-1.83,-0.21,0.55
0.16,-0.50,0.91,-2.17,0.18,0.69
0.17,-0.51,0.92,-2.20,0.12,0.41
