accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.84,-0.13,0.61,-2.23,-2.44,8.69
0.84,-0.15,0.60,-2.24,-4.00,7.91
0.83,-0.15,0.61,-1.98,-5.01,7.04
0.84,-0.15,0.61,-2.47,-4.14,5.62
0.83,-0.16,0.62,-3.04,-2.47,4.24
0.83,-0.17,0.61,-3.28,-1.37,4.15
0.82,-0.16,0.60,-3.40,-1.57,4.41
0.82,-0.16,0.60,-4.27,-0.98,4.79
0.81,-0.15,0.60,-4.09,-1.77,4.70
0.81,-0.16,0.61,-4.05,-1.97,3.89
0.82,-0.16,0.63,-3.92,-1.40,3.11
0.82,-0.16,0.61,-3.65,-1.04,2.47
0.82,-0.16,0.60,-3.48,-0.40,2.15
0.82,-0.15,0.60,-3.22,0.24,2.02
0.83,-0.16,0.61,-2.84,-0.17,1.71
0.83,-0.15,0.60,-2.69,-0.87,1.71
0.83,-0.16,0.62,-2.87,-1.02,1.57
0.84,-0.15,0.61,-2.61,-0.29,0.95
0.84,-0.15,0.62,-2.17,0.09,0.99
0.84,-0.15,0.61,-1.69,0.26,1.16
0.83,-0.15,0.61,-1.39,0.14,0.96
0.83,-0.15,0.61,-0.92,-0.85,0.53
0.83,-0.14,0.61,-0.63,-1.83,0.18
0.83,-0.14,0.61,-0.72,-2.35,0.08
0.84,-0.13,0.61,-0.56,-2.78,0.50
0.84,-0.13,0.62,-0.72,-1.45,0.64
0.84,-0.14,0.61,-0.73,-0.50,0.49
0.83,-0.14,0.61,-0.92,0.03,0.41
0.83,-0.14,0.61,-0.79,0.05,0.15
0.84,-0.15,0.61,-0.52,0.09,-0.08
0.83,-0.15,0.61,-0.78,-0.35,-0.20
0.83,-0.15,0.60,-0.92,-0.12,0.11
0.83,-0.16,0.61,-0.37,-0.24,0.31
0.83,-0.16,0.60,-0.61,-0.55,0.98
0.82,-0.16,0.61,-1.05,0.03,1.79
0.82,-0.14,0.60,-1.39,0.17,1.11
0.82,-0.14,0.61,0.08,1.31,0.03
0.84,-0.15,0.60,-0.27,3.89,-0.24
0.84,-0.14,0.59,-1.45,3.89,0.66
0.84,-0.14,0.59,-1.56,3.66,1.88
0.82,-0.13,0.62,-0.67,2.67,2.29
0.81,-0.14,0.62,-1.07,0.23,-0.29
0.82,-0.13,0.60,-1.45,-0.89,-2.09
0.84,-0.15,0.62,-0.82,0.69,-2.17
0.84,-0.15,0.61,-0.56,3.60,-1.60
0.82,-0.15,0.61,-0.93,5.42,-0.52
0.83,-0.15,0.62,-1.07,5.92,-0.55
0.83,-0.14,0.63,-0.81,5.34,-2.17
0.83,-0.14,0.61,-0.73,4.78,-3.63
0.82,-0.14,0.61,-0.78,4.11,-3.97
0.82,-0.14,0.60,-0.52,4.29,-3.02
0.82,-0.14,0.61,-0.67,5.30,-1.91
0.82,-0.14,0.60,-0.27,5.63,-1.15
0.82,-0.14,0.61,-0.17,5.07,-0.73
0.83,-0.14,0.61,-0.61,3.45,-0.40
0.83,-0.13,0.61,-0.92,1.85,-0.52
0.83,-0.14,0.61,-0.92,0.08,-0.18
0.83,-0.14,0.61,-1.28,-0.75,0.18
0.83,-0.14,0.63,-1.25,-0.38,0.06
0.83,-0.13,0.62,-2.27,1.10,-0.26
0.83,-0.15,0.61,-2.18,2.61,0.24
0.82,-0.14,0.62,-1.76,2.84,0.96
0.82,-0.14,0.62,-1.62,1.80,0.24
0.82,-0.13,0.61,-1.08,-0.08,-0.61
0.83,-0.13,0.63,-1.39,-0.66,-1.45
0.83,-0.13,0.62,-2.67,-0.53,-1.16
0.83,-0.13,0.61,-2.63,0.17,-0.82
0.83,-0.14,0.61,-2.15,-0.12,-0.67
0.83,-0.14,0.62,-1.98,-0.21,-0.41
0.83,-0.14,0.61,-2.00,-0.90,-0.37
0.82,-0.15,0.63,-1.66,-1.02,-0.93
0.82,-0.14,0.63,-1.47,-1.01,-1.56
0.82,-0.14,0.62,-0.99,-1.54,-1.69
0.82,-0.14,0.62,-0.64,-1.21,-1.74
0.82,-0.14,0.63,-0.29,-0.85,-2.03
0.82,-0.13,0.63,-0.27,-0.53,-1.91
0.83,-0.13,0.62,-0.60,-0.79,-1.60
0.82,-0.14,0.63,-1.08,-0.96,-1.33
0.82,-0.14,0.62,-0.99,-1.68,-0.90
0.83,-0.14,0.63,-1.19,-1.89,-0.43
0.83,-0.14,0.62,-1.73,-1.54,-0.56
0.82,-0.13,0.62,-1.08,-1.86,-0.53
0.83,-0.14,0.62,-1.19,-1.74,0.20
0.82,-0.14,0.62,-1.54,-1.22,0.49
0.82,-0.14,0.62,-1.37,-1.13,0.76
0.83,-0.14,0.62,-1.71,-0.43,0.72
0.83,-0.13,0.62,-1.60,-0.58,0.43
0.82,-0.14,0.61,-1.48,-1.21,1.33
0.82,-0.13,0.62,-1.76,-1.18,1.60
0.83,-0.13,0.62,-2.14,-0.99,1.01
0.82,-0.14,0.62,-1.42,-1.16,0.43
0.83,-0.14,0.62,-1.27,-0.73,0.26
0.83,-0.13,0.61,-1.83,-0.58,0.34
0.83,-0.13,0.61,-1.60,-1.51,0.96
0.83,-0.13,0.60,-1.39,-1.10,1.45
0.83,-0.13,0.61,-1.39,-1.57,0.84
0.83,-0.13,0.63,-1.25,-0.52,-0.27
0.84,-0.13,0.60,-1.15,1.66,-1.11
0.84,-0.13,0.59,-1.56,1.16,-0.32
0.83,-0.13,0.60,-1.45,0.37,2.56
0.80,-0.13,0.63,-1.69,-1.37,2.47
0.81,-0.13,0.63,-1.31,-4.20,-0.93
0.84,-0.14,0.62,-0.21,-4.29,-2.76
0.85,-0.14,0.62,-0.81,-1.31,-2.93
0.84,-0.15,0.61,-1.80,1.21,-1.24
0.83,-0.14,0.61,-1.56,1.15,0.69
0.82,-0.13,0.61,-1.60,-0.21,1.31
0.82,-0.14,0.62,-1.40,-2.41,0.81
0.82,-0.13,0.63,-1.71,-2.90,0.09
0.82,-0.12,0.63,-1.59,-2.08,-0.31
0.82,-0.12,0.62,-1.68,-0.55,0.03
0.84,-0.13,0.61,-2.38,1.76,0.15
0.85,-0.11,0.60,-3.60,3.88,-1.40
0.87,-0.13,0.57,-5.04,4.34,-2.90
0.86,-0.15,0.58,-4.89,1.22,-3.88
0.84,-0.16,0.61,-5.25,-0.96,-5.30
0.83,-0.16,0.61,-4.60,-2.82,-8.73
0.82,-0.16,0.61,-1.88,-3.73,-12.92
0.83,-0.14,0.61,-0.85,-2.78,-14.87
0.84,-0.13,0.61,-2.00,-2.31,-14.66
0.83,-0.12,0.62,-2.18,-1.45,-11.50
0.81,-0.11,0.62,-1.48,-1.19,-8.81
0.81,-0.11,0.63,-1.31,-2.61,-6.85
0.81,-0.10,0.65,-1.94,-2.11,-5.31
0.82,-0.10,0.64,-2.02,-1.53,-4.85
0.81,-0.10,0.63,-1.62,-0.67,-3.18
0.82,-0.11,0.63,-1.16,-0.29,-0.72
0.82,-0.11,0.62,-0.96,0.69,0.60
0.83,-0.11,0.62,-0.69,0.66,1.27
0.83,-0.12,0.61,-0.79,0.55,2.20
0.84,-0.11,0.61,-1.22,0.26,2.96
0.84,-0.12,0.60,-1.15,0.18,3.76
0.83,-0.12,0.60,-1.18,-0.49,3.82
0.83,-0.12,0.61,-1.50,-0.69,3.50
0.83,-0.12,0.62,-1.28,-0.38,3.07
0.83,-0.11,0.62,-1.18,-0.38,2.76
0.83,-0.13,0.62,-1.13,-0.31,2.63
0.83,-0.12,0.62,-1.28,-0.53,2.49
0.83,-0.13,0.61,-0.99,-0.41,2.61
0.83,-0.12,0.62,-1.36,-0.60,2.73
0.82,-0.12,0.63,-1.37,-0.15,2.66
0.83,-0.11,0.60,-1.47,0.15,2.06
0.83,-0.12,0.62,-1.45,0.35,1.68
0.83,-0.12,0.61,-1.48,0.63,2.23
0.83,-0.12,0.61,-1.45,0.35,2.50
0.83,-0.11,0.61,-1.39,0.38,2.55
0.84,-0.11,0.60,-1.19,0.44,2.08
0.83,-0.11,0.60,-0.92,0.06,2.27
0.83,-0.12,0.61,-1.36,0.06,2.90
0.83,-0.12,0.62,-1.31,0.02,3.18
0.83,-0.11,0.62,-1.15,-0.17,2.76
0.83,-0.12,0.61,-1.04,-0.58,2.69
0.83,-0.11,0.61,-1.08,-0.52,2.81
0.82,-0.13,0.61,-1.33,-0.79,3.62
0.82,-0.13,0.61,-1.60,-0.75,4.95
0.82,-0.13,0.61,-1.71,-1.05,6.06
0.84,-0.11,0.62,-1.82,-1.31,6.21
0.84,-0.09,0.61,-2.63,0.20,5.73
0.83,-0.09,0.58,-4.32,0.09,6.08
0.83,-0.12,0.58,-5.83,1.05,7.68
0.83,-0.11,0.60,-7.82,4.03,9.33
0.82,-0.09,0.62,-10.70,6.27,6.49
0.81,-0.08,0.61,-13.25,6.21,1.50
0.85,-0.07,0.59,-16.58,11.42,-1.50
0.85,-0.10,0.59,-20.21,14.72,-3.44
0.83,-0.14,0.60,-22.67,17.08,-2.95
0.80,-0.20,0.61,-20.70,16.09,2.09
0.75,-0.24,0.66,-16.56,8.99,2.37
0.85,-0.17,0.69,-18.37,16.89,4.40
0.81,-0.16,0.62,-13.82,17.66,3.73
0.79,-0.19,0.62,-9.08,18.78,0.61
0.78,-0.21,0.64,-6.58,17.71,4.31
0.80,-0.19,0.64,-6.05,14.58,8.98
0.80,-0.18,0.61,-3.97,8.38,9.83
0.81,-0.18,0.62,-1.31,0.12,9.07
0.81,-0.19,0.63,-0.34,-4.72,9.54
0.80,-0.16,0.67,-0.02,-7.31,9.30
0.81,-0.16,0.65,1.79,-5.85,8.85
0.81,-0.16,0.63,3.92,-2.93,9.95
0.84,-0.15,0.65,3.36,-1.47,11.89
0.83,-0.15,0.63,2.23,0.78,13.39
0.80,-0.14,0.64,1.85,0.93,13.53
0.79,-0.17,0.63,1.94,-1.42,10.96
0.80,-0.18,0.61,1.50,-4.69,11.28
0.81,-0.19,0.61,0.49,-6.34,13.88
0.79,-0.20,0.59,1.68,-11.39,18.14
0.80,-0.19,0.63,3.05,-14.70,23.42
0.80,-0.17,0.65,3.37,-13.77,26.02
0.84,-0.10,0.65,0.15,-2.61,16.47
0.85,-0.10,0.59,-2.50,7.79,5.77
0.83,-0.15,0.58,-3.10,12.93,1.76
0.80,-0.20,0.63,-6.89,8.41,5.36
0.83,-0.21,0.67,-8.41,11.47,10.35
0.81,-0.21,0.66,-4.32,8.09,11.22
0.78,-0.21,0.66,1.97,5.25,11.16
0.77,-0.21,0.65,4.00,4.38,12.63
0.78,-0.22,0.65,6.90,3.77,15.08
0.77,-0.22,0.64,11.54,1.74,22.63
0.78,-0.22,0.65,12.02,-1.36,28.73
0.79,-0.20,0.61,10.95,-6.29,33.04
0.81,-0.17,0.63,9.45,-11.42,30.58
0.84,-0.15,0.62,8.31,-14.44,27.60
0.84,-0.15,0.64,6.69,-15.30,23.45
0.85,-0.14,0.63,5.21,-15.34,19.13
0.86,-0.14,0.66,3.30,-13.77,13.11
0.85,-0.15,0.64,1.69,-11.15,7.11
0.84,-0.16,0.63,0.47,-8.60,1.54
0.84,-0.18,0.62,-0.46,-7.80,-1.44
0.83,-0.18,0.63,-1.02,-8.79,-2.89
0.82,-0.20,0.63,-1.50,-9.24,-4.12
0.82,-0.19,0.63,-2.58,-11.11,-5.98
0.82,-0.19,0.62,-3.65,-11.59,-9.33
0.83,-0.19,0.63,-4.17,-9.25,-13.48
0.82,-0.21,0.62,-4.08,-6.92,-14.49
0.80,-0.22,0.62,-3.97,-4.92,-13.04
0.80,-0.22,0.63,-4.53,-4.85,-10.12
0.81,-0.19,0.63,-4.84,-3.62,-8.38
