accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.78,-0.59,0.16,-1.44,0.18,1.57
0.79,-0.58,0.15,-1.80,-0.31,1.16
0.79,-0.59,0.16,-1.65,-0.37,0.81
0.79,-0.59,0.16,-1.57,-0.37,1.11
0.78,-0.59,0.16,-1.60,-0.44,1.50
0.79,-0.59,0.16,-1.34,-0.27,1.65
0.79,-0.60,0.17,-1.51,-0.61,1.18
0.80,-0.60,0.16,-1.36,-0.44,1.18
0.79,-0.60,0.16,-1.80,-0.60,1.15
0.80,-0.59,0.16,-2.15,-0.44,1.13
0.80,-0.59,0.16,-2.35,-0.43,0.98
0.79,-0.59,0.16,-2.00,-1.02,0.50
0.79,-0.59,0.15,-1.94,-0.93,0.12
0.79,-0.59,0.16,-1.66,-0.05,0.35
0.79,-0.60,0.16,-1.92,0.37,0.46
0.79,-0.59,0.16,-1.88,-0.20,0.14
0.80,-0.59,0.17,-1.88,-0.85,0.03
0.79,-0.59,0.16,-1.82,-0.55,-0.23
0.79,-0.59,0.17,-1.51,-0.67,0.06
0.79,-0.60,0.16,-1.44,-0.85,0.00
0.79,-0.59,0.16,-2.15,-0.55,0.40
0.80,-0.59,0.15,-1.88,-1.08,0.09
0.80,-0.59,0.16,-1.07,-0.99,-0.09
0.80,-0.58,0.14,-1.18,0.06,-0.06
0.81,-0.57,0.13,-1.21,0.87,-0.17
0.78,-0.58,0.17,-2.38,1.40,-0.58
0.76,-0.58,0.18,-2.43,0.84,-0.78
0.80,-0.59,0.19,-1.39,-0.18,-0.96
0.80,-0.59,0.17,-0.24,-0.32,-1.04
0.78,-0.61,0.14,-0.41,-0.15,0.17
0.79,-0.60,0.15,-1.28,0.44,0.56
0.78,-0.59,0.15,-2.40,1.21,0.60
0.78,-0.60,0.16,-2.26,-0.55,0.12
0.78,-0.60,0.16,-2.43,-2.37,-0.38
0.79,-0.60,0.18,-2.61,-2.34,0.55
0.79,-0.59,0.17,-2.56,-0.12,1.34
0.79,-0.58,0.16,-2.14,0.24,1.07
0.80,-0.58,0.16,-2.41,-0.46,0.66
0.80,-0.59,0.16,-2.72,-1.15,0.90
0.79,-0.59,0.16,-2.56,-1.07,1.37
0.80,-0.59,0.15,-2.20,-1.11,1.02
0.80,-0.59,0.17,-2.20,-0.76,0.87
0.79,-0.58,0.16,-1.82,-0.34,0.85
0.79,-0.59,0.17,-0.96,-0.37,1.04
0.79,-0.59,0.17,-0.70,-0.35,1.19
0.80,-0.59,0.16,-0.61,-1.73,0.95
0.80,-0.59,0.13,-2.64,-0.87,1.44
0.79,-0.59,0.14,-3.71,-0.40,0.47
0.78,-0.60,0.17,-2.96,-0.18,-0.29
0.79,-0.59,0.16,-1.54,0.31,-0.47
0.80,-0.58,0.16,-0.93,-0.31,-0.93
0.79,-0.59,0.15,-2.43,-0.05,-0.61
0.78,-0.59,0.16,-3.31,-0.61,0.09
0.79,-0.59,0.16,-2.69,-0.60,0.21
0.79,-0.60,0.16,-2.14,-0.58,0.05
0.79,-0.59,0.16,-2.14,-0.37,0.44
0.78,-0.60,0.16,-1.59,-0.63,1.44
0.78,-0.60,0.17,-1.37,-0.02,2.49
0.78,-0.59,0.16,-0.90,-0.08,2.84
0.79,-0.58,0.16,-0.20,0.03,2.93
0.79,-0.59,0.16,-0.20,-0.56,2.72
0.79,-0.60,0.16,-0.43,-0.24,3.30
0.79,-0.59,0.15,-0.96,-0.23,3.50
0.78,-0.60,0.16,-0.66,-1.34,2.98
0.79,-0.59,0.16,-0.85,-0.66,2.96
0.79,-0.60,0.15,-0.61,-0.92,2.67
0.79,-0.59,0.16,-0.75,-1.34,2.08
0.79,-0.59,0.16,-1.01,-0.92,2.21
0.79,-0.60,0.16,-1.36,-0.72,2.40
0.79,-0.59,0.16,-1.25,-0.67,2.21
0.80,-0.59,0.15,-1.13,-1.08,1.54
0.79,-0.59,0.16,-1.37,-0.79,1.50
0.80,-0.59,0.16,-1.51,-0.23,1.21
0.79,-0.59,0.17,-1.71,-0.17,0.55
0.79,-0.60,0.15,-1.97,-0.09,0.14
0.79,-0.59,0.16,-2.41,-0.31,0.18
0.78,-0.59,0.17,-2.69,-0.49,0.47
0.79,-0.59,0.16,-2.29,-0.21,0.34
0.78,-0.59,0.16,-2.17,-0.23,0.02
0.78,-0.59,0.17,-1.86,-0.17,0.52
0.77,-0.60,0.17,-1.69,-0.21,1.24
0.78,-0.59,0.16,-1.91,-1.11,1.91
0.78,-0.60,0.16,-1.68,-1.19,1.79
0.79,-0.60,0.15,-1.66,-0.99,1.82
0.79,-0.59,0.15,-1.59,-0.73,1.66
0.79,-0.59,0.15,-1.82,-1.54,0.92
0.79,-0.60,0.14,-2.37,-1.54,1.21
0.80,-0.59,0.16,-2.70,-0.82,1.22
0.80,-0.60,0.15,-2.46,-0.02,1.01
0.80,-0.58,0.14,-2.20,0.32,0.92
0.81,-0.58,0.14,-1.86,0.35,-0.06
0.79,-0.58,0.14,-3.18,0.82,-1.02
0.76,-0.59,0.18,-3.21,1.74,-0.17
0.78,-0.59,0.19,-1.28,-0.31,0.05
0.79,-0.60,0.18,0.21,-0.47,0.23
0.78,-0.61,0.15,-0.40,0.56,1.42
0.77,-0.61,0.13,-0.99,0.67,2.24
0.77,-0.61,0.14,-1.53,0.06,1.51
0.77,-0.61,0.16,-2.82,-0.55,1.92
0.78,-0.61,0.17,-3.13,-1.42,2.11
0.78,-0.61,0.17,-2.96,-1.73,2.70
0.79,-0.60,0.16,-2.64,-1.15,3.01
0.79,-0.59,0.15,-2.40,-0.23,2.82
0.80,-0.58,0.15,-2.38,-0.06,2.27
0.80,-0.59,0.16,-2.43,-0.58,1.56
0.79,-0.59,0.15,-2.84,-0.81,1.19
0.79,-0.60,0.15,-2.72,-1.28,1.01
0.79,-0.59,0.17,-2.12,-0.75,0.90
0.79,-0.59,0.17,-1.56,0.21,0.67
0.79,-0.59,0.17,-0.76,0.81,1.28
0.80,-0.59,0.16,0.55,-0.70,0.98
0.81,-0.59,0.15,-1.44,-0.20,1.24
0.79,-0.59,0.13,-3.19,-0.29,0.79
0.77,-0.59,0.15,-3.97,-0.95,-0.17
0.78,-0.60,0.17,-2.14,0.05,-0.15
0.79,-0.60,0.17,-0.79,0.64,0.27
0.79,-0.60,0.16,-0.93,0.87,0.55
0.78,-0.60,0.14,-2.17,-0.18,1.13
0.77,-0.59,0.16,-3.10,-1.59,0.99
0.77,-0.61,0.15,-3.07,-1.33,1.22
0.78,-0.60,0.15,-3.13,-1.21,1.24
0.78,-0.60,0.16,-2.11,-1.16,1.47
0.78,-0.60,0.16,-1.66,-0.76,2.00
0.78,-0.59,0.16,-1.92,-0.70,2.46
0.79,-0.60,0.17,-2.09,-0.60,2.00
0.79,-0.59,0.16,-2.18,-0.46,2.17
0.78,-0.59,0.16,-1.68,-0.89,2.21
0.79,-0.60,0.16,-1.68,-0.60,2.21
0.79,-0.60,0.15,-1.60,-0.50,1.73
0.79,-0.60,0.16,-1.44,-0.34,1.62
0.78,-0.61,0.15,-1.30,-0.49,1.69
0.78,-0.60,0.16,-1.33,-0.66,1.53
0.79,-0.61,0.15,-1.60,-0.99,1.48
0.78,-0.61,0.15,-1.80,-0.72,1.22
0.78,-0.61,0.16,-1.88,-0.70,1.36
0.79,-0.60,0.16,-2.23,-0.26,1.25
0.80,-0.60,0.15,-2.41,-0.41,1.07
0.79,-0.59,0.15,-2.37,-0.32,0.58
0.78,-0.60,0.15,-1.86,-0.29,0.47
0.79,-0.61,0.16,-1.27,0.14,0.50
0.78,-0.61,0.16,-0.72,0.40,0.31
0.79,-0.61,0.15,-0.58,0.12,0.23
0.77,-0.61,0.15,-0.93,0.47,0.20
0.77,-0.60,0.15,-1.36,-0.31,-0.05
0.78,-0.61,0.15,-1.68,-1.01,-0.44
0.77,-0.60,0.15,-1.83,-0.98,-0.29
0.77,-0.61,0.15,-1.63,-0.58,0.08
0.79,-0.61,0.15,-1.39,-0.12,-0.02
0.78,-0.60,0.15,-1.92,-0.18,0.15
0.79,-0.60,0.16,-2.40,-0.55,0.12
0.78,-0.60,0.15,-2.61,-1.10,0.00
0.78,-0.60,0.15,-2.43,-1.10,-0.02
0.78,-0.60,0.15,-2.20,-0.63,0.38
0.78,-0.60,0.16,-2.18,-1.11,0.02
0.79,-0.60,0.16,-2.55,-0.47,0.31
0.80,-0.60,0.15,-1.91,-0.61,0.69
0.80,-0.59,0.15,-1.65,-1.28,0.56
0.80,-0.59,0.12,-2.29,-0.03,0.52
0.80,-0.58,0.12,-2.63,0.09,-0.24
0.78,-0.58,0.15,-2.93,1.02,-1.02
0.77,-0.60,0.18,-2.46,1.57,0.02
0.78,-0.60,0.18,-0.69,-0.09,0.17
0.79,-0.60,0.17,-0.02,-0.79,0.75
0.78,-0.60,0.14,-1.56,0.03,1.89
0.77,-0.61,0.13,-2.32,-0.26,2.08
0.78,-0.61,0.15,-2.75,0.00,1.63
0.77,-0.61,0.17,-2.26,0.27,1.62
0.77,-0.60,0.16,-2.00,-1.15,2.27
0.77,-0.61,0.15,-2.58,-1.98,3.08
0.78,-0.60,0.14,-3.08,-1.36,3.39
0.78,-0.60,0.15,-2.66,-0.58,3.51
0.79,-0.59,0.16,-2.29,0.03,2.93
0.78,-0.60,0.16,-2.09,-0.40,2.73
0.78,-0.60,0.15,-2.03,-1.51,2.93
0.78,-0.59,0.14,-2.32,-1.56,2.75
0.79,-0.59,0.16,-2.23,-0.85,2.49
0.79,-0.60,0.17,-2.05,0.46,2.34
0.78,-0.60,0.17,-0.92,0.90,2.95
0.79,-0.61,0.17,0.53,-1.76,3.18
0.80,-0.61,0.13,-1.59,-1.42,3.83
0.78,-0.60,0.13,-3.31,-0.47,3.94
0.78,-0.61,0.14,-3.71,-0.98,2.81
0.78,-0.62,0.16,-2.08,-0.81,2.76
0.78,-0.60,0.18,-0.70,-1.37,3.54
0.79,-0.61,0.15,-1.54,-1.30,4.02
0.78,-0.60,0.15,-2.76,0.14,5.25
0.78,-0.59,0.16,-3.08,-0.23,6.61
0.77,-0.59,0.17,-2.49,0.61,7.30
0.77,-0.60,0.14,-1.25,0.73,7.74
0.77,-0.60,0.14,-0.66,0.92,7.82
0.77,-0.62,0.12,-1.22,0.75,8.29
0.74,-0.63,0.15,-2.32,0.55,8.63
0.77,-0.62,0.15,-2.55,0.40,9.37
0.76,-0.61,0.12,-2.87,-2.20,9.33
0.76,-0.61,0.14,-3.51,-1.63,9.88
0.76,-0.63,0.17,-3.31,0.20,9.51
0.78,-0.64,0.17,-2.44,0.32,10.02
0.78,-0.61,0.17,-2.87,-0.24,10.21
0.76,-0.62,0.13,-2.58,-0.99,10.55
0.74,-0.65,0.10,-1.01,-5.77,12.50
0.75,-0.64,0.14,-3.39,-3.04,18.20
0.73,-0.64,0.12,-4.56,-2.79,19.13
0.75,-0.62,0.12,-4.05,-5.05,17.19
0.75,-0.64,0.16,-4.99,-4.23,17.36
0.77,-0.63,0.16,-5.63,-2.67,17.50
0.76,-0.63,0.13,-3.88,-6.17,17.34
0.76,-0.62,0.13,-3.08,-8.12,15.54
0.75,-0.64,0.19,-5.42,-5.40,15.04
0.76,-0.67,0.20,-5.65,-1.39,11.56
0.80,-0.64,0.14,-3.21,-0.63,6.17
0.82,-0.62,0.17,-3.25,-0.34,1.18
0.82,-0.62,0.19,-4.81,2.72,-1.30
0.81,-0.63,0.16,-5.42,4.05,-5.15
0.77,-0.64,0.13,-5.48,2.15,-10.02
0.76,-0.64,0.13,-7.40,1.95,-12.21
0.75,-0.66,0.15,-8.73,3.77,-12.41
0.74,-0.66,0.15,-7.60,3.86,-11.54
0.75,-0.64,0.14,-5.53,2.75,-10.29
0.74,-0.63,0.13,-3.94,1.97,-7.47
0.73,-0.63,0.15,-2.70,1.57,-5.02
0.72,-0.66,0.13,-1.08,2.12,-2.61
0.74,-0.65,0.15,-0.11,2.99,-0.20
0.75,-0.63,0.13,-0.52,3.01,0.95
0.75,-0.64,0.14,-0.70,1.37,2.26
0.74,-0.64,0.16,-0.46,2.53,6.24
0.73,-0.66,0.16,2.67,5.05,12.46
0.73,-0.67,0.13,6.17,6.27,17.59
0.74,-0.67,0.13,8.08,8.20,23.63
0.71,-0.66,0.13,9.69,6.26,28.12
0.70,-0.66,0.15,9.18,3.59,30.56
0.69,-0.65,0.17,9.04,0.78,31.25
0.71,-0.64,0.15,9.02,-3.92,29.82
0.77,-0.64,0.18,6.20,-3.79,23.16
0.86,-0.64,0.22,3.79,4.06,17.86
0.86,-0.60,0.18,4.78,8.81,7.60
0.81,-0.64,0.17,6.87,7.08,-3.28
0.78,-0.66,0.19,4.73,4.34,-8.15
0.77,-0.66,0.17,-1.05,5.34,-10.60
0.77,-0.65,0.14,-3.34,5.60,-18.67
0.76,-0.69,0.10,-1.31,2.78,-27.98
0.74,-0.68,0.11,-0.67,-1.13,-32.03
0.71,-0.67,0.17,-2.76,-1.73,-28.37
0.73,-0.62,0.17,-6.15,1.69,-24.32
0.73,-0.61,0.21,-6.38,2.58,-21.19
0.75,-0.61,0.21,-3.27,3.56,-18.69
0.75,-0.62,0.16,0.87,0.60,-18.47
0.75,-0.63,0.17,2.47,-0.15,-17.07
0.75,-0.62,0.16,-0.26,1.83,-13.94
0.75,-0.61,0.14,-3.69,3.11,-11.68
0.74,-0.61,0.16,-3.68,-0.87,-11.54
0.77,-0.63,0.14,-4.98,-1.89,-9.71
0.75,-0.63,0.16,-4.56,-0.44,-7.74
0.73,-0.62,0.17,-3.15,-0.06,-5.94
0.73,-0.63,0.18,-1.57,2.38,-3.05
0.72,-0.64,0.19,-0.32,2.32,0.17
0.74,-0.65,0.17,0.23,0.34,2.17
0.75,-0.64,0.15,-0.24,-1.76,2.93
0.76,-0.63,0.15,-1.07,-2.47,3.30
0.76,-0.64,0.15,-1.92,-1.66,3.91
0.75,-0.63,0.15,-2.37,-1.19,4.26
0.75,-0.62,0.16,-2.99,-1.37,5.74
0.76,-0.61,0.16,-3.85,-0.40,7.31
0.76,-0.62,0.14,-3.97,0.52,9.53
0.74,-0.64,0.14,-3.22,-0.27,12.29
0.73,-0.63,0.14,-2.81,-0.63,15.21
0.72,-0.64,0.14,-2.31,-1.86,17.57
0.72,-0.65,0.15,-2.89,-2.79,19.82
0.75,-0.64,0.16,-3.21,-4.08,22.38
0.73,-0.64,0.16,-3.28,-6.90,21.01
0.76,-0.63,0.16,-3.68,-6.29,17.98
0.78,-0.63,0.17,-3.91,-6.18,14.27
0.79,-0.63,0.18,-4.11,-4.98,10.81
0.78,-0.64,0.16,-4.14,-4.60,6.81
0.77,-0.65,0.17,-4.69,-3.94,5.31
0.79,-0.64,0.18,-6.09,-2.52,2.23
0.79,-0.62,0.18,-6.24,-1.13,-0.09
0.78,-0.63,0.16,-5.16,-0.72,-4.23
0.75,-0.66,0.15,-4.70,-2.18,-6.02
0.72,-0.67,0.15,-5.74,-3.04,-4.89
0.72,-0.66,0.14,-6.72,-3.05,-3.21
0.73,-0.66,0.16,-6.27,-3.15,-2.41
