accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.76,-0.40,0.56,-2.14,-2.05,1.48
0.75,-0.41,0.57,-2.17,-1.04,1.33
0.75,-0.40,0.57,-0.95,0.40,1.08
0.76,-0.40,0.56,0.52,1.10,0.43
0.78,-0.40,0.56,-1.51,0.53,1.11
0.78,-0.40,0.55,-4.24,-0.78,1.33
0.76,-0.40,0.57,-4.95,-2.29,1.30
0.76,-0.40,0.57,-2.43,-1.82,0.53
0.75,-0.40,0.58,-0.61,-0.32,-0.78
0.77,-0.41,0.57,-1.10,1.42,-0.61
0.76,-0.40,0.56,-2.14,1.51,0.21
0.76,-0.40,0.56,-2.60,1.66,0.41
0.75,-0.40,0.57,-2.50,0.69,0.41
0.75,-0.41,0.58,-2.26,-0.32,0.52
0.76,-0.40,0.57,-2.53,-0.85,0.90
0.76,-0.40,0.57,-2.49,-0.76,1.33
0.76,-0.39,0.58,-2.37,0.12,1.66
0.76,-0.39,0.58,-2.05,0.78,1.57
0.76,-0.39,0.57,-0.95,-0.02,1.13
0.77,-0.39,0.56,-0.29,-0.34,0.79
0.76,-0.39,0.56,-0.47,-0.92,0.69
0.76,-0.41,0.57,-1.30,-0.89,1.02
0.76,-0.40,0.56,-1.63,-0.20,1.08
0.76,-0.40,0.56,-1.56,-0.84,0.76
0.76,-0.39,0.58,-1.28,-1.05,0.61
0.76,-0.40,0.57,-1.62,-0.44,0.61
0.76,-0.40,0.57,-1.68,-0.66,0.58
0.76,-0.41,0.57,-1.77,-0.41,0.75
0.75,-0.41,0.57,-2.43,0.02,0.72
0.76,-0.40,0.56,-2.37,-0.63,0.87
0.77,-0.40,0.56,-2.27,-1.33,1.18
0.76,-0.40,0.57,-2.27,-1.60,1.30
0.77,-0.39,0.56,-2.41,-1.94,1.54
0.76,-0.40,0.57,-2.23,-2.06,2.20
0.76,-0.39,0.56,-1.83,-2.32,2.02
0.76,-0.39,0.57,-1.54,-1.97,2.17
0.77,-0.40,0.58,-0.89,-1.47,1.88
0.77,-0.40,0.57,-0.43,-1.47,2.00
0.77,-0.40,0.56,-0.31,-2.09,2.11
0.77,-0.40,0.56,-0.99,-2.23,2.05
0.77,-0.40,0.55,-1.19,-1.47,2.24
0.76,-0.40,0.56,-1.15,-1.88,1.80
0.76,-0.40,0.57,-1.83,-2.60,1.07
0.76,-0.40,0.57,-1.02,-2.53,0.06
0.77,-0.42,0.56,-0.52,-1.74,-0.17
0.78,-0.41,0.53,-3.01,-1.82,1.48
0.78,-0.40,0.53,-6.21,-3.15,3.62
0.74,-0.40,0.57,-6.11,-3.60,2.82
0.73,-0.40,0.59,-2.08,-3.04,0.41
0.75,-0.40,0.59,-0.15,-2.73,-1.33
0.77,-0.41,0.58,-1.74,-0.46,-1.45
0.77,-0.42,0.56,-3.30,1.68,-0.06
0.76,-0.43,0.57,-3.25,2.52,1.02
0.76,-0.41,0.57,-3.05,1.33,0.58
0.76,-0.41,0.57,-3.18,-1.30,0.43
0.76,-0.41,0.56,-2.95,-2.52,0.50
0.76,-0.41,0.56,-2.93,-2.02,0.67
0.76,-0.41,0.56,-2.75,-1.08,1.76
0.76,-0.41,0.55,-2.79,-1.31,2.02
0.76,-0.41,0.57,-3.21,-2.60,2.11
0.76,-0.40,0.55,-3.94,-4.75,2.18
0.75,-0.40,0.57,-4.23,-5.73,2.32
0.76,-0.41,0.57,-4.47,-3.79,1.86
0.76,-0.40,0.55,-3.62,-1.82,1.11
0.76,-0.41,0.56,-1.31,-0.63,0.35
0.77,-0.42,0.56,0.58,0.46,-0.69
0.78,-0.41,0.55,-1.59,-0.20,-0.05
0.79,-0.40,0.55,-5.01,-0.15,0.24
0.76,-0.41,0.55,-6.08,-1.62,0.17
0.75,-0.41,0.56,-3.40,-1.68,-0.53
0.76,-0.41,0.57,-1.31,-0.64,-1.82
0.77,-0.40,0.56,-1.45,1.10,-2.38
0.78,-0.41,0.56,-1.85,1.19,-1.53
0.77,-0.41,0.55,-2.34,1.02,-0.66
0.76,-0.41,0.57,-2.52,0.53,-0.82
0.76,-0.40,0.56,-2.85,0.06,-0.79
0.76,-0.41,0.56,-2.27,-1.30,-0.40
0.76,-0.40,0.56,-2.26,-1.21,0.69
0.76,-0.41,0.57,-2.35,-0.08,0.81
0.76,-0.39,0.56,-1.94,0.44,0.11
0.76,-0.40,0.56,-0.95,0.18,-0.03
0.76,-0.41,0.55,-0.31,-0.34,-0.15
0.76,-0.40,0.56,-0.67,0.34,-0.11
0.77,-0.41,0.56,-1.10,0.78,-0.23
0.77,-0.40,0.57,-1.28,1.07,-0.27
0.76,-0.41,0.56,-1.34,0.76,-0.43
0.77,-0.41,0.56,-1.34,0.34,-0.35
0.76,-0.40,0.55,-1.59,0.08,-0.49
0.77,-0.41,0.55,-2.32,-0.05,-0.60
0.76,-0.41,0.57,-2.56,0.87,-0.95
0.77,-0.41,0.56,-2.44,0.58,-0.78
0.77,-0.40,0.56,-2.23,0.58,-0.73
0.76,-0.40,0.55,-2.24,0.17,-0.81
0.76,-0.41,0.56,-2.21,-0.21,-0.38
0.76,-0.40,0.56,-2.99,-0.23,0.02
0.76,-0.40,0.56,-3.05,-0.21,0.20
0.76,-0.40,0.56,-2.35,-0.43,0.31
0.77,-0.41,0.58,-1.48,-0.24,0.50
0.76,-0.41,0.56,-0.90,0.79,0.15
0.77,-0.41,0.56,-0.96,1.40,-0.08
0.77,-0.41,0.56,-0.98,0.89,0.08
0.76,-0.40,0.55,-1.50,0.52,0.03
0.77,-0.40,0.54,-1.66,-0.76,0.14
0.76,-0.40,0.56,-2.12,-1.62,0.29
0.76,-0.40,0.57,-2.55,-1.88,0.06
0.76,-0.40,0.58,-1.30,0.23,-0.67
0.78,-0.41,0.55,0.14,1.60,-1.19
0.79,-0.40,0.53,-2.15,0.52,0.53
0.78,-0.40,0.54,-4.76,-2.09,1.98
0.75,-0.40,0.57,-5.11,-2.63,1.86
0.74,-0.40,0.58,-1.18,-1.44,-0.06
0.76,-0.40,0.57,1.01,0.15,-1.56
0.77,-0.41,0.56,-0.35,2.18,-1.48
0.77,-0.42,0.55,-1.22,3.13,0.11
0.76,-0.42,0.54,-1.30,2.23,1.74
0.76,-0.41,0.56,-2.24,0.50,1.48
0.76,-0.41,0.57,-3.05,-1.28,1.22
0.76,-0.40,0.56,-2.92,-1.48,0.96
0.76,-0.41,0.56,-1.98,-0.49,1.48
0.77,-0.41,0.57,-1.13,1.76,1.71
0.77,-0.40,0.55,-0.95,1.92,1.88
0.76,-0.39,0.55,-1.53,0.31,1.89
0.77,-0.40,0.56,-2.34,-1.04,1.79
0.77,-0.41,0.56,-2.49,-1.62,1.69
0.76,-0.40,0.56,-2.11,-0.40,1.47
0.75,-0.41,0.55,-1.05,0.90,1.36
0.75,-0.42,0.56,0.05,1.47,1.05
0.76,-0.42,0.56,1.24,1.68,0.27
0.77,-0.42,0.56,0.17,0.98,0.18
0.79,-0.40,0.54,-3.57,0.37,0.89
0.77,-0.41,0.54,-5.56,-1.34,1.08
0.75,-0.41,0.57,-4.05,-0.92,0.85
0.76,-0.40,0.56,-0.82,-1.48,-0.70
