accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.64,-0.64,0.36,-4.00,1.76,2.32
0.66,-0.61,0.37,-4.67,-0.40,2.87
0.68,-0.61,0.35,-4.29,-2.21,2.11
0.69,-0.61,0.34,-3.01,-2.72,1.39
0.70,-0.62,0.35,-0.84,-1.42,0.69
0.71,-0.62,0.36,1.62,0.95,-0.12
0.71,-0.63,0.34,3.98,1.16,-1.16
0.71,-0.63,0.33,5.16,2.18,-1.85
0.72,-0.64,0.33,6.26,3.13,-3.07
0.70,-0.64,0.32,6.60,3.37,-3.42
0.71,-0.65,0.34,6.21,3.22,-4.05
0.70,-0.66,0.35,5.15,2.23,-4.24
0.70,-0.67,0.33,4.27,3.01,-2.60
0.70,-0.67,0.32,3.79,2.12,-1.47
0.71,-0.67,0.33,1.45,1.66,-1.10
0.73,-0.67,0.34,-0.12,1.65,-0.63
0.73,-0.66,0.33,-0.93,-0.11,-1.56
0.73,-0.66,0.33,-2.61,-0.15,-2.53
0.73,-0.67,0.32,-3.79,-0.73,-2.64
0.73,-0.68,0.33,-5.01,-1.02,-1.56
0.73,-0.68,0.31,-5.60,-1.27,-1.82
0.73,-0.66,0.29,-6.63,-2.05,-2.92
0.73,-0.65,0.31,-7.31,-2.49,-3.59
0.73,-0.65,0.32,-7.66,-1.86,-3.56
0.73,-0.65,0.33,-5.95,-1.24,-3.10
0.74,-0.63,0.30,-4.21,-0.58,-3.60
0.74,-0.63,0.31,-3.82,0.20,-5.40
0.73,-0.62,0.32,-3.40,-0.26,-5.79
0.72,-0.63,0.32,-2.09,-3.48,-5.95
0.72,-0.64,0.32,-1.15,-1.74,-4.69
0.71,-0.65,0.34,0.67,-0.02,-3.28
0.70,-0.64,0.31,2.55,-1.19,-2.38
0.70,-0.64,0.31,2.75,-1.21,-1.74
0.70,-0.64,0.32,3.54,-1.34,-1.48
0.70,-0.65,0.31,4.34,-1.54,-0.79
0.70,-0.65,0.30,3.89,-1.48,-0.24
0.70,-0.64,0.31,3.45,-1.15,0.35
0.70,-0.65,0.31,3.63,-1.07,0.61
0.71,-0.66,0.29,3.57,-1.16,0.03
0.70,-0.64,0.30,3.16,0.17,-0.17
0.70,-0.65,0.30,2.17,0.43,0.53
0.70,-0.64,0.30,0.89,-0.31,-0.18
0.69,-0.65,0.30,1.07,-1.27,-0.41
0.68,-0.65,0.30,1.66,-1.57,-0.34
0.67,-0.66,0.32,1.59,-0.90,0.29
0.68,-0.66,0.31,1.21,-0.85,1.39
0.67,-0.67,0.30,0.12,-1.82,2.40
0.66,-0.68,0.29,-1.15,-3.51,4.23
0.68,-0.67,0.31,-2.09,-4.99,4.47
0.69,-0.66,0.32,-2.12,-5.27,5.04
0.71,-0.66,0.29,-2.98,-3.85,4.81
0.71,-0.66,0.29,-2.55,-2.89,5.60
0.68,-0.65,0.30,-3.34,-5.48,7.48
0.70,-0.65,0.34,-5.31,-5.01,6.76
0.72,-0.64,0.34,-4.66,-5.77,4.29
0.73,-0.64,0.32,-2.92,-4.32,3.39
0.71,-0.67,0.30,-1.40,-1.95,3.36
0.70,-0.66,0.30,-0.35,-0.85,4.27
0.69,-0.67,0.30,-0.41,-1.91,4.31
0.69,-0.66,0.31,-1.65,-3.66,4.20
0.69,-0.67,0.32,-3.21,-4.27,4.32
0.70,-0.66,0.32,-3.80,-4.46,3.68
0.73,-0.65,0.33,-3.13,-2.47,2.14
0.77,-0.64,0.34,-1.94,1.69,-1.47
0.76,-0.63,0.32,0.53,4.93,-4.38
0.71,-0.63,0.30,2.24,4.44,-4.44
0.68,-0.66,0.31,0.96,3.02,-2.85
0.67,-0.68,0.31,-0.52,1.19,-0.64
0.67,-0.65,0.29,-0.95,-1.04,0.61
0.68,-0.65,0.30,-0.18,-3.01,1.01
0.70,-0.66,0.31,0.75,-4.99,1.74
0.71,-0.67,0.31,1.07,-2.66,2.61
0.71,-0.66,0.30,0.29,-2.63,2.76
0.72,-0.65,0.30,-1.31,-2.44,1.79
0.71,-0.65,0.33,-1.51,-3.76,1.11
0.72,-0.65,0.31,-1.59,-4.08,1.07
0.71,-0.66,0.31,-1.65,-2.49,1.33
0.70,-0.66,0.30,-1.79,-1.91,1.79
0.70,-0.66,0.31,-2.50,-1.48,1.54
0.70,-0.65,0.31,-2.47,-1.25,1.94
0.70,-0.67,0.31,-3.22,-1.63,1.62
0.72,-0.65,0.32,-3.37,-1.60,0.70
0.72,-0.65,0.31,-3.36,-0.73,0.03
0.71,-0.66,0.30,-2.78,-0.20,0.15
0.69,-0.65,0.31,-2.90,-0.47,0.81
0.70,-0.66,0.33,-2.84,-0.53,0.82
0.72,-0.64,0.33,-2.72,0.81,0.06
0.71,-0.65,0.31,-2.00,1.36,-0.73
0.72,-0.65,0.31,-1.33,1.50,-1.60
0.72,-0.65,0.31,-1.73,2.47,-1.65
0.69,-0.66,0.31,-1.94,1.69,-1.02
0.68,-0.66,0.31,-1.89,0.11,0.00
0.69,-0.67,0.32,-1.86,-0.56,1.25
0.68,-0.66,0.31,-1.18,-0.90,2.43
0.70,-0.66,0.31,-0.93,-1.77,2.95
0.70,-0.65,0.31,-0.72,-2.21,2.67
0.70,-0.66,0.31,-1.07,-3.66,2.63
0.70,-0.66,0.33,-1.80,-3.44,2.40
0.72,-0.65,0.32,-1.88,-2.15,1.77
0.71,-0.65,0.30,-1.39,-1.85,1.15
0.71,-0.66,0.31,-1.48,-1.66,1.82
0.70,-0.66,0.32,-1.97,-1.47,2.66
0.71,-0.66,0.30,-2.06,-1.01,3.19
0.70,-0.65,0.30,-1.66,-0.82,3.63
0.69,-0.65,0.30,-1.59,-2.27,3.08
0.69,-0.66,0.32,-1.59,-3.51,2.95
0.71,-0.66,0.32,-1.02,-3.71,3.59
0.72,-0.67,0.31,-0.78,-1.83,4.50
0.72,-0.66,0.28,-0.95,0.73,4.81
0.72,-0.66,0.28,-0.69,0.99,4.14
0.72,-0.64,0.32,-2.43,0.41,2.24
0.69,-0.65,0.33,-3.45,-0.69,1.86
0.68,-0.66,0.33,-1.40,-3.10,1.97
0.68,-0.67,0.32,0.29,-1.44,2.23
0.69,-0.67,0.29,1.11,0.52,2.70
0.70,-0.67,0.31,0.75,1.54,2.70
0.69,-0.66,0.30,-0.17,-0.87,2.81
0.69,-0.66,0.29,-2.29,-3.50,2.56
0.69,-0.66,0.30,-4.56,-4.08,2.72
0.69,-0.66,0.30,-5.01,-3.05,2.58
0.70,-0.66,0.30,-3.48,-1.86,2.29
0.71,-0.65,0.30,-1.73,0.03,1.97
0.71,-0.65,0.30,-0.96,1.15,1.60
0.70,-0.66,0.30,-0.92,0.38,1.24
0.70,-0.66,0.29,-1.69,-0.66,1.19
0.70,-0.67,0.31,-2.67,-1.31,1.08
0.71,-0.66,0.31,-2.35,-1.07,1.01
0.70,-0.67,0.31,-0.49,-1.59,0.38
0.71,-0.67,0.30,-0.17,-0.43,0.50
0.70,-0.67,0.29,-0.53,1.48,1.30
0.70,-0.67,0.30,-1.48,0.29,1.21
0.69,-0.67,0.31,-2.53,-1.33,0.85
0.70,-0.66,0.30,-2.66,-2.72,0.31
0.70,-0.66,0.30,-2.35,-1.69,0.03
0.70,-0.67,0.31,-1.91,-0.38,0.46
0.70,-0.67,0.31,-1.39,0.03,0.08
0.70,-0.66,0.30,-1.37,-0.37,-0.26
0.70,-0.66,0.30,-1.65,-0.93,-0.63
0.70,-0.66,0.31,-2.37,-0.84,-0.18
0.69,-0.67,0.31,-2.26,-0.82,0.31
0.70,-0.66,0.31,-2.00,-0.58,0.46
0.69,-0.66,0.30,-1.57,-0.46,0.75
0.69,-0.66,0.30,-1.01,-0.31,1.15
0.69,-0.66,0.31,-1.01,-0.67,1.27
0.69,-0.65,0.30,-1.15,-0.44,1.40
0.70,-0.66,0.30,-1.36,-0.73,1.56
0.70,-0.66,0.30,-1.47,-1.08,1.47
0.70,-0.67,0.30,-1.66,-0.89,1.63
0.69,-0.67,0.29,-1.94,-0.69,1.88
0.69,-0.66,0.31,-2.06,-0.84,2.12
0.69,-0.66,0.30,-2.67,-1.28,2.06
0.69,-0.66,0.30,-2.72,-1.25,2.34
