accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.57,-0.47,0.75,-2.02,1.11,1.54
0.57,-0.47,0.75,-1.27,2.34,1.18
0.58,-0.47,0.73,-0.79,2.21,1.69
0.59,-0.46,0.73,-0.81,0.66,3.10
0.56,-0.47,0.75,-0.47,-0.85,4.98
0.54,-0.47,0.75,-0.21,0.14,3.36
0.55,-0.46,0.75,0.61,0.98,1.28
0.56,-0.48,0.74,1.39,1.79,0.82
0.57,-0.49,0.74,1.13,3.25,1.13
0.56,-0.48,0.73,-0.49,2.78,1.37
0.56,-0.48,0.74,-2.08,0.18,1.45
0.56,-0.48,0.73,-2.61,-0.40,1.10
0.55,-0.49,0.74,-2.85,-0.03,0.95
0.55,-0.48,0.76,-2.60,1.34,0.89
0.56,-0.48,0.75,-1.66,1.94,1.31
0.56,-0.48,0.75,-1.39,2.05,1.86
0.56,-0.48,0.74,-1.80,1.74,1.95
0.55,-0.47,0.74,-2.34,0.40,1.62
0.56,-0.48,0.72,-2.85,-1.33,1.37
0.57,-0.48,0.75,-2.46,-1.62,1.28
0.56,-0.47,0.74,-2.03,-1.85,0.99
0.56,-0.48,0.74,-1.30,-2.38,0.17
0.56,-0.48,0.74,-1.31,-2.53,0.32
0.56,-0.48,0.75,-2.53,-2.72,-0.29
0.57,-0.47,0.73,-3.40,-2.78,-0.60
0.57,-0.46,0.75,-2.67,-3.22,-0.46
0.59,-0.47,0.75,-2.03,-2.72,-0.61
0.57,-0.49,0.74,-3.25,-1.69,0.92
0.57,-0.48,0.74,-3.02,-2.76,0.49
0.56,-0.48,0.74,-2.87,-3.56,-0.02
0.57,-0.47,0.75,-1.36,-3.31,0.49
0.56,-0.48,0.74,-1.44,-1.54,1.25
0.56,-0.48,0.75,-1.82,-1.10,1.31
0.57,-0.47,0.74,-2.00,-1.68,1.24
0.57,-0.48,0.73,-1.34,-2.60,1.42
0.57,-0.49,0.74,-1.25,-2.31,1.08
0.56,-0.48,0.74,-2.29,-1.27,1.24
0.56,-0.48,0.74,-2.69,-1.15,0.58
0.57,-0.48,0.73,-3.04,-1.36,0.75
0.56,-0.49,0.74,-3.21,-0.66,0.99
0.57,-0.48,0.75,-3.36,-0.41,0.53
0.58,-0.48,0.75,-3.27,-0.43,0.15
0.57,-0.46,0.74,-2.79,-0.37,0.20
0.57,-0.47,0.76,-2.31,0.14,0.18
0.57,-0.47,0.74,-1.89,0.12,0.27
0.57,-0.48,0.74,-1.54,0.32,0.46
0.57,-0.47,0.75,-1.25,0.76,0.23
0.57,-0.47,0.74,-1.04,-0.12,0.08
0.57,-0.47,0.74,-1.16,-1.07,0.03
0.57,-0.47,0.75,-1.42,-0.53,-0.20
0.57,-0.48,0.74,-1.89,-0.15,-0.61
