accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.45,-0.51,0.78,-4.67,-6.41,-3.01
0.44,-0.49,0.79,-4.49,-8.55,-2.89
0.43,-0.50,0.80,-2.84,-7.39,-3.69
0.43,-0.51,0.80,-0.63,-4.89,-4.24
0.44,-0.52,0.81,1.01,-3.91,-5.34
0.45,-0.53,0.78,0.44,-4.72,-5.18
0.44,-0.53,0.79,-0.37,-6.20,-4.20
0.45,-0.53,0.78,-0.29,-7.62,-4.17
0.48,-0.52,0.77,0.18,-8.87,-3.92
0.49,-0.51,0.77,-0.31,-11.10,-3.45
0.49,-0.49,0.79,-1.92,-13.19,-3.07
0.46,-0.49,0.81,-4.03,-10.96,-3.88
0.44,-0.49,0.80,-3.65,-9.13,-5.15
0.44,-0.50,0.79,0.44,-6.90,-6.23
0.44,-0.53,0.79,3.48,-2.46,-5.92
0.44,-0.55,0.78,4.18,-0.50,-4.81
0.44,-0.54,0.77,3.30,-1.66,-3.79
0.44,-0.56,0.77,0.78,-3.07,-2.72
0.44,-0.54,0.77,-2.15,-4.02,-1.22
0.43,-0.53,0.77,-4.03,-5.22,-0.46
0.42,-0.52,0.77,-5.63,-5.73,0.66
0.42,-0.53,0.79,-6.60,-4.21,2.15
0.43,-0.53,0.78,-5.39,-3.59,3.44
0.43,-0.54,0.78,-4.40,-1.25,4.05
0.44,-0.53,0.77,-4.32,-1.08,4.79
0.45,-0.53,0.77,-5.07,-1.36,5.68
0.47,-0.53,0.76,-6.03,-3.08,6.55
0.48,-0.53,0.76,-5.92,-6.20,6.93
0.47,-0.52,0.77,-6.60,-8.05,7.42
0.46,-0.53,0.77,-7.07,-8.35,6.69
0.46,-0.54,0.79,-6.56,-6.31,5.89
0.46,-0.53,0.79,-4.44,-5.27,5.05
0.48,-0.54,0.78,-3.19,-4.60,4.26
0.48,-0.56,0.78,-4.66,-3.19,4.18
0.46,-0.55,0.78,-4.72,-4.02,2.84
0.46,-0.53,0.78,-4.20,-5.11,1.77
0.48,-0.52,0.79,-1.56,-4.84,0.63
0.48,-0.52,0.79,1.69,-0.87,-0.21
0.48,-0.52,0.77,3.82,2.85,-0.08
0.49,-0.53,0.79,5.56,4.12,0.82
0.49,-0.54,0.78,8.15,3.77,1.02
0.48,-0.53,0.77,9.85,3.48,2.14
0.46,-0.54,0.77,8.34,3.53,4.20
0.45,-0.54,0.77,6.43,1.13,5.44
0.45,-0.54,0.77,0.98,0.29,7.40
0.44,-0.53,0.77,-2.49,1.36,8.08
0.45,-0.53,0.76,-0.64,2.24,7.19
0.46,-0.54,0.77,2.82,5.37,7.79
0.44,-0.53,0.78,5.10,9.48,8.11
0.44,-0.54,0.76,6.61,10.06,6.11
0.45,-0.56,0.77,5.56,8.79,2.96
0.44,-0.56,0.77,2.99,6.72,0.63
0.44,-0.56,0.76,-2.46,5.59,1.08
0.42,-0.55,0.78,-8.18,0.78,2.78
0.42,-0.55,0.78,-10.11,-1.82,4.06
0.43,-0.54,0.78,-8.81,-0.87,6.44
0.43,-0.54,0.77,-5.22,0.43,7.92
0.43,-0.55,0.79,-2.27,3.27,8.05
0.44,-0.54,0.79,-0.18,5.31,6.89
0.44,-0.53,0.78,0.06,4.46,5.57
0.44,-0.54,0.78,-2.09,2.93,4.63
0.42,-0.53,0.78,-4.17,0.08,3.73
