accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.72,-0.33,0.66,-1.24,-3.80,11.15
0.71,-0.33,0.66,-3.94,-2.87,12.53
0.72,-0.32,0.66,-5.53,-3.36,13.42
0.71,-0.32,0.66,-6.23,-6.00,13.04
0.72,-0.32,0.67,-7.66,-5.59,13.54
0.73,-0.31,0.67,-6.99,-4.37,13.50
0.72,-0.31,0.66,-6.43,-2.09,13.65
0.73,-0.32,0.64,-6.49,-0.58,13.94
0.74,-0.32,0.65,-7.30,-2.58,13.63
0.72,-0.32,0.66,-8.56,-3.10,13.31
0.72,-0.32,0.66,-8.90,-3.30,12.90
0.74,-0.32,0.67,-8.55,-2.32,12.50
0.74,-0.32,0.66,-7.80,-0.24,12.12
0.75,-0.31,0.67,-6.96,1.92,10.15
0.74,-0.31,0.67,-4.76,3.31,8.66
0.74,-0.32,0.66,-2.52,2.41,7.44
0.76,-0.32,0.64,-4.76,1.82,7.16
0.75,-0.34,0.64,-6.09,0.61,6.47
0.73,-0.34,0.64,-7.54,-0.93,6.08
0.72,-0.34,0.66,-6.76,-0.93,6.29
0.72,-0.34,0.67,-5.37,-0.43,5.89
0.73,-0.34,0.67,-5.01,0.23,6.08
0.73,-0.35,0.66,-4.76,0.05,6.49
0.71,-0.37,0.66,-4.09,-0.92,7.37
0.71,-0.37,0.66,-3.95,-0.61,7.31
0.73,-0.37,0.67,-3.66,-0.32,7.13
0.73,-0.37,0.66,-3.47,-0.73,7.07
0.73,-0.34,0.65,-3.63,-1.71,6.99
0.73,-0.34,0.65,-2.73,-2.38,7.18
0.73,-0.34,0.66,-2.11,-2.27,7.31
0.72,-0.35,0.64,-2.05,-2.15,6.72
0.71,-0.35,0.65,-1.94,-2.09,6.46
0.70,-0.37,0.67,-0.99,-2.78,6.29
0.70,-0.36,0.66,-0.96,-1.51,6.34
0.72,-0.36,0.65,-0.70,-0.99,5.88
0.72,-0.36,0.65,-0.82,-0.47,5.94
0.72,-0.37,0.65,-1.07,0.27,5.33
0.72,-0.36,0.64,-1.02,0.21,4.89
0.73,-0.36,0.66,-1.42,0.20,3.80
0.72,-0.36,0.67,-2.03,0.53,3.19
0.72,-0.37,0.65,-2.09,1.10,2.18
0.73,-0.36,0.65,-2.37,1.36,1.51
0.72,-0.37,0.65,-2.41,2.03,0.87
0.72,-0.37,0.66,-2.31,2.26,-0.38
0.73,-0.36,0.65,-2.41,2.41,-0.75
0.72,-0.36,0.65,-2.56,1.79,-1.59
