accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.60,-0.18,0.85,-1.91,0.34,0.20
0.60,-0.19,0.85,-1.69,0.58,0.32
0.60,-0.18,0.86,-1.65,0.61,-0.05
0.60,-0.18,0.86,-1.44,1.15,-0.06
0.59,-0.18,0.86,-1.37,1.15,-0.12
0.60,-0.18,0.86,-1.37,0.82,-0.11
0.59,-0.18,0.86,-1.47,0.44,0.11
0.59,-0.18,0.87,-1.79,0.38,0.08
0.59,-0.18,0.86,-1.63,0.34,0.37
0.59,-0.18,0.87,-1.57,0.41,0.49
0.60,-0.17,0.85,-1.36,0.78,0.81
0.59,-0.18,0.86,-1.30,0.85,0.64
0.60,-0.18,0.85,-1.34,0.40,0.52
0.59,-0.18,0.86,-1.77,-0.24,0.87
0.59,-0.18,0.86,-1.88,-0.55,0.78
0.60,-0.18,0.85,-2.03,-0.56,0.56
0.59,-0.19,0.86,-1.60,0.05,0.40
0.59,-0.18,0.85,-1.40,0.35,0.27
0.60,-0.18,0.86,-1.50,0.21,-0.20
0.60,-0.18,0.85,-1.69,0.05,-0.02
0.59,-0.18,0.86,-1.91,-0.69,0.11
0.59,-0.18,0.86,-2.31,-0.82,0.09
0.59,-0.17,0.86,-2.02,-0.26,0.14
0.59,-0.18,0.86,-1.47,0.31,0.08
0.59,-0.17,0.85,-1.27,0.44,-0.35
0.59,-0.18,0.86,-1.57,0.02,-0.38
0.59,-0.18,0.85,-1.83,-0.40,-0.06
0.60,-0.18,0.85,-1.80,-1.07,0.00
0.60,-0.17,0.86,-1.76,-0.46,0.29
0.59,-0.17,0.86,-1.53,-0.35,0.18
0.60,-0.18,0.86,-1.19,-0.24,-0.03
0.60,-0.18,0.86,-1.19,0.63,-0.32
0.60,-0.18,0.86,-0.64,0.78,0.72
0.59,-0.18,0.85,-0.75,0.60,1.97
0.59,-0.17,0.85,-1.82,-0.98,1.47
0.58,-0.17,0.86,-2.69,-1.25,0.78
0.59,-0.17,0.87,-1.02,-0.34,0.17
0.59,-0.19,0.87,0.02,1.13,-0.66
0.59,-0.20,0.85,-1.11,1.45,-0.37
0.59,-0.19,0.84,-2.29,-0.06,0.85
0.59,-0.18,0.85,-3.42,-0.85,1.94
0.58,-0.18,0.86,-3.74,-1.10,2.17
0.59,-0.17,0.86,-3.13,-0.75,1.65
0.59,-0.17,0.86,-2.50,0.03,1.42
0.59,-0.18,0.87,-2.63,0.49,1.16
0.60,-0.18,0.85,-2.37,0.20,1.86
0.60,-0.18,0.86,-2.79,-0.27,2.06
0.60,-0.18,0.85,-2.78,-0.90,2.18
0.60,-0.18,0.85,-2.67,-1.07,2.06
0.60,-0.17,0.86,-2.21,-0.95,1.83
0.60,-0.18,0.86,-1.79,-0.75,1.30
0.60,-0.18,0.86,-1.88,-0.81,0.85
0.59,-0.18,0.85,-1.76,-1.18,0.11
0.60,-0.19,0.85,-1.92,-1.01,-0.78
0.60,-0.18,0.86,-2.15,-0.27,-1.07
0.60,-0.19,0.85,-1.71,-0.23,-0.67
0.59,-0.19,0.85,-1.98,-0.46,-0.49
0.59,-0.18,0.86,-2.55,-0.66,-0.49
0.59,-0.17,0.86,-2.00,-1.18,-0.12
0.58,-0.17,0.86,-1.59,-0.84,-0.32
0.59,-0.17,0.86,-2.02,0.40,-0.14
0.60,-0.18,0.86,-1.62,0.61,0.60
0.60,-0.18,0.85,-1.50,0.38,1.50
0.59,-0.18,0.86,-1.80,0.21,2.11
0.59,-0.18,0.85,-2.17,-0.18,2.47
0.58,-0.18,0.86,-2.06,-0.64,2.50
0.59,-0.18,0.85,-2.24,-0.53,2.47
0.59,-0.19,0.86,-2.55,-0.40,2.41
0.59,-0.18,0.87,-2.37,0.11,2.14
0.60,-0.17,0.85,-2.26,-0.12,1.63
0.60,-0.18,0.86,-2.40,-0.76,1.22
0.60,-0.18,0.85,-2.12,-0.92,0.87
0.60,-0.18,0.86,-2.09,-0.93,0.96
0.61,-0.19,0.86,-2.09,-0.93,0.44
0.61,-0.19,0.85,-1.89,-0.78,0.41
0.60,-0.18,0.85,-1.83,-1.16,0.05
0.60,-0.17,0.86,-2.14,-1.01,-0.24
0.60,-0.19,0.85,-2.31,-1.18,-0.46
0.59,-0.18,0.86,-2.15,-1.27,-0.46
0.60,-0.18,0.86,-2.02,-0.76,-0.32
0.59,-0.18,0.86,-1.98,-0.73,-0.53
0.59,-0.19,0.86,-2.23,-0.82,0.00
0.59,-0.18,0.85,-2.32,-0.95,-0.02
0.59,-0.18,0.85,-2.53,-1.01,0.15
0.59,-0.18,0.84,-2.26,-0.93,0.41
0.60,-0.18,0.86,-2.31,-0.66,0.60
0.60,-0.18,0.86,-2.34,-0.43,0.76
0.60,-0.18,0.85,-2.40,-0.87,0.73
0.61,-0.18,0.85,-2.56,-1.05,0.84
0.60,-0.18,0.86,-2.69,-1.13,0.75
0.60,-0.19,0.86,-2.56,-0.95,0.75
0.60,-0.17,0.84,-2.26,-0.63,0.46
0.59,-0.18,0.86,-2.23,-0.27,0.52
0.60,-0.18,0.86,-2.03,0.03,0.12
0.59,-0.19,0.85,-1.98,-0.47,0.18
0.59,-0.18,0.86,-1.95,-0.26,0.27
0.59,-0.19,0.84,-2.27,-0.18,0.29
0.59,-0.18,0.85,-2.27,-0.35,0.61
0.59,-0.18,0.86,-1.98,-0.03,0.73
0.59,-0.18,0.87,-1.86,0.09,0.56
0.60,-0.18,0.86,-1.79,0.43,0.34
0.60,-0.18,0.85,-1.77,0.90,0.44
0.60,-0.19,0.85,-2.12,0.35,0.85
