accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.64,-0.36,0.74,0.20,-1.86,-0.37
0.64,-0.35,0.75,0.67,-1.63,-0.20
0.64,-0.36,0.74,0.35,-1.57,-0.02
0.64,-0.36,0.75,-0.15,-1.89,0.73
0.64,-0.36,0.75,-0.14,-1.60,1.24
0.64,-0.36,0.74,-0.40,-0.27,1.59
0.64,-0.36,0.75,-0.95,1.60,2.18
0.64,-0.35,0.74,-1.11,2.08,2.02
0.64,-0.35,0.74,-1.51,1.69,1.11
0.65,-0.36,0.74,-2.50,1.10,1.22
0.65,-0.36,0.74,-2.81,0.72,1.31
0.64,-0.36,0.75,-2.93,1.16,1.33
0.64,-0.36,0.74,-3.24,1.44,0.89
0.64,-0.36,0.75,-3.15,1.54,0.56
0.64,-0.36,0.75,-3.37,1.86,0.41
0.64,-0.36,0.75,-3.54,1.71,0.43
0.65,-0.36,0.75,-3.51,1.10,0.52
0.65,-0.36,0.76,-3.19,1.04,0.63
0.64,-0.36,0.75,-2.81,1.36,0.63
0.65,-0.36,0.75,-2.44,1.47,1.02
0.65,-0.37,0.75,-2.41,0.85,1.22
0.65,-0.36,0.75,-2.85,0.26,1.33
0.65,-0.36,0.75,-3.37,0.50,1.83
0.65,-0.36,0.75,-3.65,0.85,2.08
0.65,-0.36,0.74,-3.56,1.05,2.06
0.64,-0.37,0.74,-3.01,1.51,1.94
0.64,-0.37,0.73,-3.05,1.28,1.60
0.64,-0.37,0.75,-3.63,0.82,1.76
0.64,-0.37,0.74,-3.57,0.53,1.57
0.64,-0.37,0.74,-3.98,1.21,1.83
0.63,-0.37,0.74,-4.21,2.12,1.76
0.63,-0.38,0.74,-4.50,1.86,1.63
0.63,-0.37,0.75,-4.69,1.50,1.51
0.64,-0.38,0.74,-4.43,1.44,1.37
0.64,-0.37,0.75,-3.95,1.65,1.33
0.63,-0.37,0.75,-3.48,1.63,1.22
0.64,-0.36,0.75,-3.44,1.39,0.98
0.64,-0.36,0.75,-3.42,2.05,1.13
0.63,-0.36,0.77,-2.69,2.03,0.72
0.65,-0.36,0.74,-1.27,1.50,0.66
0.66,-0.34,0.75,-0.49,-0.08,-0.14
0.66,-0.35,0.74,0.26,-0.34,0.61
0.64,-0.36,0.75,0.72,0.29,0.99
0.63,-0.36,0.78,0.70,0.08,-0.58
0.63,-0.36,0.76,-0.02,-1.47,-1.53
0.64,-0.37,0.77,-0.67,-1.24,-1.05
0.65,-0.39,0.74,-0.89,-1.57,-0.82
0.65,-0.37,0.75,-1.92,-1.37,-0.09
0.63,-0.38,0.74,-2.08,-1.79,0.81
0.64,-0.37,0.74,-2.73,-1.05,0.81
0.64,-0.37,0.76,-3.73,-1.19,0.44
0.63,-0.37,0.76,-4.35,-0.98,0.58
0.63,-0.38,0.75,-3.86,-1.11,0.66
0.64,-0.37,0.74,-3.89,-1.59,0.78
0.63,-0.37,0.74,-4.73,-1.57,1.30
0.64,-0.37,0.75,-4.15,-1.54,1.31
0.64,-0.36,0.75,-3.51,-1.48,1.02
0.65,-0.36,0.74,-2.95,-1.77,0.99
0.65,-0.37,0.75,-2.64,-1.82,1.07
0.64,-0.36,0.74,-2.43,-1.92,0.60
0.65,-0.37,0.74,-2.43,-2.00,0.14
0.65,-0.36,0.74,-2.98,-1.88,-0.32
0.65,-0.38,0.74,-3.02,-1.66,-0.72
0.66,-0.37,0.74,-1.65,-2.20,-1.13
0.66,-0.37,0.74,-2.50,-2.53,-0.26
0.65,-0.38,0.74,-2.50,-1.82,0.32
0.64,-0.37,0.73,-1.73,-0.87,-0.46
0.65,-0.36,0.72,-1.42,-2.06,-0.92
0.64,-0.36,0.75,-1.73,-1.97,-0.32
0.63,-0.37,0.74,-1.71,-1.16,0.06
0.64,-0.37,0.76,-1.42,-0.35,0.44
0.64,-0.37,0.74,-1.02,0.02,0.81
0.64,-0.38,0.73,-0.87,0.34,0.76
0.64,-0.37,0.73,-1.25,0.14,0.60
0.64,-0.37,0.74,-2.02,-0.29,0.56
0.63,-0.38,0.74,-2.14,-0.31,0.52
0.63,-0.37,0.75,-1.89,0.35,0.52
0.63,-0.37,0.74,-1.82,0.89,0.55
0.64,-0.37,0.75,-2.11,1.40,0.43
0.64,-0.37,0.74,-2.26,1.24,0.11
0.64,-0.37,0.74,-2.29,0.98,0.29
0.64,-0.37,0.73,-2.26,0.20,0.43
0.64,-0.38,0.75,-2.00,0.63,0.50
0.64,-0.37,0.75,-1.94,0.72,0.75
0.64,-0.37,0.75,-2.15,1.01,0.70
0.64,-0.37,0.75,-2.11,1.30,0.73
0.64,-0.37,0.75,-2.47,1.24,0.12
0.65,-0.37,0.74,-2.64,0.85,-0.09
0.65,-0.36,0.75,-2.66,0.60,-0.27
0.65,-0.37,0.74,-2.66,0.17,-0.50
0.64,-0.37,0.75,-2.73,-0.06,-0.35
0.64,-0.37,0.75,-2.73,-0.37,-0.03
0.65,-0.38,0.75,-2.92,-0.87,-0.15
0.64,-0.37,0.74,-2.40,-1.05,0.17
0.64,-0.36,0.75,-2.40,-1.51,0.21
0.65,-0.36,0.75,-2.29,-1.11,0.70
0.64,-0.36,0.75,-1.88,-1.25,0.58
0.64,-0.36,0.74,-1.83,-1.48,1.05
0.64,-0.36,0.75,-1.63,-1.39,1.01
0.64,-0.37,0.74,-1.79,-1.56,1.40
0.64,-0.37,0.73,-1.76,-1.28,1.31
0.64,-0.37,0.75,-1.54,-1.27,1.37
0.64,-0.38,0.75,-1.40,-1.04,1.48
0.65,-0.38,0.74,-1.85,-0.93,1.22
0.64,-0.37,0.74,-1.68,-1.33,1.02
0.64,-0.37,0.74,-1.68,-1.11,0.78
0.65,-0.37,0.74,-1.97,-1.02,0.85
0.64,-0.36,0.75,-1.77,-1.11,0.55
0.63,-0.36,0.75,-1.68,-0.38,0.41
0.64,-0.37,0.75,-1.10,0.70,0.20
0.65,-0.37,0.73,-0.63,0.89,-0.11
0.66,-0.36,0.73,-0.24,-0.40,-0.24
0.66,-0.36,0.74,0.11,-1.21,0.03
0.63,-0.37,0.75,0.47,-0.02,0.52
0.62,-0.37,0.75,-0.11,0.90,-0.31
