accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.76,-0.63,0.14,-2.03,-0.03,-0.09
0.76,-0.63,0.14,-2.38,0.12,0.23
0.76,-0.63,0.16,-2.06,-0.17,0.24
0.76,-0.63,0.15,-1.92,-0.32,-0.11
0.76,-0.63,0.15,-1.69,-0.26,-0.03
0.76,-0.62,0.15,-1.47,0.14,0.29
0.75,-0.63,0.15,-1.48,0.32,0.37
0.77,-0.63,0.15,-1.05,-0.08,0.18
0.76,-0.63,0.16,-1.13,0.38,0.35
0.75,-0.63,0.14,-1.11,0.27,0.56
0.76,-0.63,0.15,-1.44,-0.12,0.38
0.76,-0.64,0.15,-1.76,-0.44,0.20
0.76,-0.63,0.15,-1.83,-0.35,0.49
0.76,-0.63,0.15,-1.66,-0.05,0.29
0.76,-0.63,0.14,-1.88,-0.92,0.02
0.76,-0.63,0.16,-2.11,-0.89,0.24
0.76,-0.63,0.15,-1.88,-0.72,0.66
0.77,-0.63,0.15,-1.34,-0.73,1.02
0.78,-0.62,0.13,-1.73,0.18,0.67
0.78,-0.61,0.13,-2.53,-0.02,-0.03
0.76,-0.62,0.15,-3.47,0.05,-0.96
0.74,-0.62,0.18,-2.44,0.70,-0.61
0.76,-0.64,0.18,0.06,0.11,-0.66
0.77,-0.64,0.16,1.40,0.12,-0.17
0.76,-0.64,0.13,-0.14,0.87,0.49
0.75,-0.64,0.11,-1.88,0.64,0.55
0.75,-0.64,0.13,-2.89,-0.34,-0.26
0.75,-0.64,0.17,-2.50,-0.34,0.27
0.75,-0.63,0.17,-2.44,-1.30,0.53
0.75,-0.63,0.15,-2.11,-1.88,0.84
0.76,-0.63,0.14,-2.15,0.03,1.57
0.76,-0.62,0.15,-1.85,1.13,1.59
0.77,-0.63,0.15,-2.15,0.73,1.15
0.76,-0.62,0.16,-2.14,-0.89,0.92
0.77,-0.63,0.15,-2.75,-1.40,1.01
0.76,-0.63,0.14,-2.17,-1.10,0.70
0.77,-0.63,0.15,-1.44,0.27,0.89
